dataset,kernel,run,accuracy,f1_score,train_time,random_seed
haberman,AL-SALAM,0,75.15053763440861,69.92800327349528,0.5658205000218004,42
haberman,AL-SALAM,1,75.19354838709677,69.19847129976684,0.5557335999328643,43
haberman,AL-SALAM,2,75.48387096774192,69.45394311374729,0.562289800029248,44
haberman,AL-SALAM,3,74.48387096774194,68.32803777789145,0.5563809000886977,45
haberman,AL-SALAM,4,74.1505376344086,67.32499582129307,0.5607257999945432,46
haberman,AL-SALAM,5,74.81720430107528,68.82498808979925,0.5627640001475811,47
haberman,AL-SALAM,6,74.17204301075269,68.59344049828124,0.5557711001019925,48
haberman,AL-SALAM,7,74.53763440860214,68.86918668985513,0.5576156000606716,49
haberman,AL-SALAM,8,75.17204301075269,69.16604187567776,0.5560058997943997,50
haberman,AL-SALAM,9,74.81720430107528,68.55446357119665,0.5515751999337226,51
haberman,AL-SALAM,10,74.83870967741936,69.0828871675648,0.5589768001809716,52
haberman,AL-SALAM,11,75.46236559139786,69.14774255998366,0.5524230999872088,53
haberman,AL-SALAM,12,74.82795698924731,68.9191499749264,0.5584453998599201,54
haberman,AL-SALAM,13,75.12903225806451,68.55306651522429,0.5546061999630183,55
haberman,AL-SALAM,14,74.82795698924731,68.48980383919347,0.557080099824816,56
haberman,AL-SALAM,15,73.89247311827958,67.968746803501,0.5523730998393148,57
haberman,AL-SALAM,16,72.9247311827957,66.86722321221643,0.5578771999571472,58
haberman,AL-SALAM,17,73.51612903225806,66.84712070382938,0.5511113000102341,59
haberman,AL-SALAM,18,75.47311827956989,69.29539939223052,0.5517190000973642,60
haberman,AL-SALAM,19,73.86021505376344,67.46437007143115,0.557656800141558,61
haberman,AL-SALAM,20,75.46236559139786,69.72416782824143,0.5567386001348495,62
haberman,AL-SALAM,21,75.17204301075269,69.3143076227162,0.5510683997999877,63
haberman,AL-SALAM,22,75.16129032258064,68.96914970477394,0.5567059998866171,64
haberman,AL-SALAM,23,73.82795698924731,68.31526891697081,0.551143400138244,65
haberman,AL-SALAM,24,74.52688172043011,68.29841981281601,0.5515646999701858,66
haberman,AL-SALAM,25,75.1505376344086,69.1027606013153,0.5595380000304431,67
haberman,AL-SALAM,26,75.17204301075269,69.54443418577803,0.5558418000582606,68
haberman,AL-SALAM,27,74.81720430107528,69.00045481557358,0.5501976998057216,69
haberman,AL-SALAM,28,75.16129032258064,69.12013697583184,0.5525003999937326,70
haberman,AL-SALAM,29,74.82795698924731,68.26552073868102,0.5560895998496562,71
haberman,AL-SALAM,30,74.53763440860214,68.29976149368939,0.5522734001278877,72
haberman,AL-SALAM,31,73.56989247311829,68.18460575962885,0.556166699854657,73
haberman,AL-SALAM,32,74.82795698924731,69.88319494280366,0.5506071001291275,74
haberman,AL-SALAM,33,75.16129032258065,69.3917882084359,0.5520522000733763,75
haberman,AL-SALAM,34,73.88172043010753,68.26536417055212,0.5548533999826759,76
ionosphere,LINEAR,0,86.8888888888889,86.46650598789559,0.3417428000830114,42
ionosphere,LINEAR,1,86.88888888888889,86.46463653094088,0.28324100002646446,43
ionosphere,LINEAR,2,88.03174603174604,87.53267886564471,0.3302783998660743,44
ionosphere,LINEAR,3,86.05555555555554,85.67752514103833,0.40928320004604757,45
ionosphere,LINEAR,4,88.5873015873016,88.24067440609397,0.33781269984319806,46
ionosphere,LINEAR,5,87.45238095238095,86.99497909601823,0.40667330008000135,47
ionosphere,LINEAR,6,86.33333333333333,85.96381755767328,0.2958496999926865,48
ionosphere,LINEAR,7,87.45238095238095,86.89172738491973,0.32928559998981655,49
ionosphere,LINEAR,8,88.03174603174604,87.54991975702545,0.35133430012501776,50
ionosphere,LINEAR,9,88.02380952380953,87.80372657622144,0.34569770004600286,51
ionosphere,LINEAR,10,89.15873015873017,88.91980381438908,0.2897047000005841,52
