dataset,kernel,trial,accuracy,accuracy_std,f1_score,f1_std,support_vector_prop,support_vector_std,training_time,training_time_std,optimization_time,random_seed,best_params,n_optimization_trials,cv_folds,optimization_method
ecoli,linear,0,0.8781639928698752,0.04841311735374976,0.8698174440168428,0.050525111597709955,0.39583524577623325,0.01018572720857045,0.0017312400974333285,0.00014670505015668567,0.33395659970119596,42,{'C': 3.90130999242047},8,10,bayesian
ecoli,linear,1,0.8778966131907309,0.04121079508626343,0.8689218780304111,0.04443081538039414,0.4074027932594584,0.012721160624373912,0.0016072599682956934,8.622239601832519e-05,0.3144020000472665,43,{'C': 3.3356407136855206},8,10,bayesian
ecoli,linear,2,0.8784313725490197,0.0636281245134426,0.8722703098658238,0.06297020192225855,0.41831136756059706,0.011621885313874272,0.0026887599378824234,0.0006913415410773647,0.3955024001188576,44,{'C': 2.6207978131423735},8,10,bayesian
ecoli,linear,3,0.8721925133689838,0.03697022983439119,0.8658279823990223,0.041218037934809854,0.4328776255108955,0.010369361961562129,0.002135279914364219,0.0004144862046313936,0.36757800029590726,45,{'C': 1.933161862413238},8,10,bayesian
ecoli,linear,4,0.8688948306595365,0.04486431300117098,0.8611228615659432,0.04732780207635215,0.47817957292417984,0.006622778125706305,0.0016581099946051836,0.00021298708115184697,0.36637540021911263,46,{'C': 1.0725933433582453},8,10,bayesian
ecoli,linear,5,0.8690730837789662,0.02704355967690547,0.8596980958505052,0.032149978320567964,0.4163366336633663,0.0071641895360880555,0.0016723799984902144,0.00010574366443251473,0.32647640025243163,47,{'C': 2.8380983088693443},8,10,bayesian
ecoli,poly,0,0.8811942959001783,0.04951307285713312,0.8738944547288016,0.05051199770522473,0.38955587611741305,0.010417427910503976,0.0024657000321894884,0.0006523543282745722,0.3834489998407662,42,"{'C': 10.799193521034251, 'degree': 2, 'gamma': 2.4534763774094808}",8,10,bayesian
ecoli,poly,1,0.8780748663101605,0.051910846385859244,0.8656592218092773,0.05883208646417961,0.39483968264376107,0.01583680534589186,0.0039109399542212485,0.00017452891780203925,0.48120589973405004,43,"{'C': 2.877249105178084, 'degree': 4, 'gamma': 0.547104622928547}",8,10,bayesian
ecoli,poly,2,0.8784313725490197,0.0636281245134426,0.8722703098658238,0.06297020192225855,0.4130210040871637,0.012825715010735638,0.0017076900228857994,0.00010926703009676535,0.48535200022161007,44,"{'C': 20.87121887449257, 'degree': 1, 'gamma': 2.982551919191829}",8,10,bayesian
ecoli,poly,3,0.8780748663101603,0.03325221047436435,0.8701219563988787,0.03989112841765787,0.4444571940637772,0.013079572132686694,0.0037034200038760902,0.00022382242876825111,0.46098090009763837,45,"{'C': 1.933161862413238, 'degree': 3, 'gamma': 1.899469254494512}",8,10,bayesian
