dataset,kernel,trial,accuracy,accuracy_std,f1_score,f1_std,support_vector_prop,support_vector_std,training_time,training_time_std,optimization_time,random_seed,best_params,n_optimization_trials,cv_folds,optimization_method
ecoli,poly,4,0.8748663101604277,0.04946034245312054,0.866517500180396,0.05234890493367233,0.4718947391427884,0.006634326563993715,0.0016564099583774804,9.88022234285859e-05,0.43498250003904104,46,"{'C': 8.092322006689862, 'degree': 1, 'gamma': 3.211524249181703}",8,10,bayesian
ecoli,poly,5,0.8809269162210338,0.03990083698151131,0.872044411417934,0.04523023249464788,0.4795084475334951,0.013926042019713194,0.0020222799852490426,0.00014684588110332254,0.42385989986360073,47,"{'C': 2.469050145265414, 'degree': 2, 'gamma': 2.569034341275915}",8,10,bayesian
ecoli,rbf,0,0.875222816399287,0.04895961326232556,0.8671567864536431,0.05057451133049083,0.43915153104714444,0.00977488125580585,0.002325379988178611,6.196479001562223e-05,0.42354280035942793,42,"{'C': 3.90130999242047, 'gamma': 0.6371656669645575}",8,10,bayesian
ecoli,rbf,1,0.8810160427807487,0.03251165383880298,0.8672754999307459,0.038567240080491116,0.5482733372675016,0.008731674775859519,0.0030010299291461707,0.0003247365942561073,0.42656700033694506,43,"{'C': 0.7263165967845856, 'gamma': 2.9391533679917523}",8,10,bayesian
ecoli,rbf,2,0.8785204991087344,0.0688159205700082,0.8710326489819392,0.06885646556308293,0.41335759403754946,0.013062282369733372,0.002461020043119788,0.0002075525542071552,0.42841439973562956,44,"{'C': 10.691860375019163, 'gamma': 0.46770693414988207}",8,10,bayesian
ecoli,rbf,3,0.8780748663101605,0.03575919297263661,0.8708384512330205,0.04066844751948777,0.41865888575612525,0.012297107865859669,0.002291190018877387,0.0001478981914760463,0.4147192998789251,45,"{'C': 7.036901101574616, 'gamma': 0.3235756148467037}",8,10,bayesian
ecoli,rbf,4,0.8719251336898395,0.0400555225815728,0.8643847045070304,0.04266752162534875,0.5406803925425654,0.011715687628917377,0.0029685300309211017,0.00018971935308997678,0.42657440016046166,46,"{'C': 6.226828244802206, 'gamma': 3.0360835232141175}",8,10,bayesian
ecoli,rbf,5,0.8748663101604277,0.03242835305887151,0.8643210737947392,0.03698641841036191,0.4619642427818941,0.01056013947962564,0.0024849200155586003,0.00015130216372495232,0.42220869986340404,47,"{'C': 2.469050145265414, 'gamma': 1.2126764221426334}",8,10,bayesian
ecoli,custom_hermite,0,0.8692513368983956,0.04954675238688548,0.8622814435569669,0.052177603754923384,0.4669311301991127,0.008423834167889173,0.005874380096793174,0.0003101695992686699,0.7282580002211034,42,"{'C': 15.028274178568475, 'degree': 5}",8,10,bayesian
ecoli,custom_hermite,1,0.8662210338680927,0.03991725787835169,0.8552388275662757,0.04632809340083262,0.4785052346294232,0.010123008080423997,0.005776310013607145,0.00032449431004658935,0.729243699926883,43,"{'C': 8.179149256222683, 'degree': 6}",8,10,bayesian
ecoli,custom_hermite,2,0.8665775401069519,0.07558547085946907,0.8623510714366492,0.07164767142366081,0.4986711253906847,0.01439292137195318,0.005072619998827577,0.00044246951988330624,0.6765006999485195,44,"{'C': 18.616267401506267, 'degree': 3}",8,10,bayesian
ecoli,custom_hermite,3,0.869073083778966,0.030249113195391725,0.8625612588604626,0.033283738896428994,0.4590005026992766,0.012557383056031308,0.005699689965695143,0.0007532060527479403,0.6534886001609266,45,"{'C': 24.725298825376527, 'degree': 4}",8,10,bayesian
ecoli,custom_hermite,4,0.8631016042780748,0.030342848956796016,0.8563345325484051,0.03161386668677315,0.4755327519506918,0.008124299476623426,0.009821279952302576,0.0076494173927080305,0.7701743999496102,46,"{'C': 22.818144526090006, 'degree': 3}",8,10,bayesian
ecoli,custom_hermite,5,0.869073083778966,0.035809472312869566,0.8613853076973331,0.03947567832068354,0.4950342054072957,0.012734233675473893,0.004686329979449511,0.00030297315509480836,0.6419840999878943,47,"{'C': 18.218637102894156, 'degree': 3}",8,10,bayesian
ecoli,custom_gegen,0,0.8782531194295901,0.04228433017265584,0.8682916992700378,0.04520010942112587,0.423612659279173,0.009447401180270047,0.005470060044899583,0.0002848501044979347,1.5399015001021326,42,"{'C': 20.811233577369745, 'degree': 2, 'alpha': -0.12816831525786976}",8,10,bayesian
ecoli,custom_gegen,1,0.8780748663101605,0.04451298409489137,0.8679472014684212,0.050307418042612115,0.4408038817126746,0.010636599493986362,0.005932330060750246,0.0005254885402714905,1.5891659003682435,43,"{'C': 2.877249105178084, 'degree': 4, 'alpha': -0.2245519812698833}",8,10,bayesian
ecoli,custom_gegen,2,0.7950980392156863,0.07571399606343934,0.7860581398414629,0.07764065481731505,0.5314044980657007,0.015967920896415223,0.00816750000230968,0.0002532172953520443,1.7718688999302685,44,"{'C': 17.75398968518351, 'degree': 6, 'alpha': 0.41867600678848516}",8,10,bayesian
ecoli,custom_gegen,3,0.875222816399287,0.04321305636542658,0.8678557611794655,0.049292282012580034,0.413688719865364,0.008937160035334655,0.006667329976335168,0.0003959899584928097,1.408357999753207,45,"{'C': 2.812409934004069, 'degree': 2, 'alpha': 0.4623190862767723}",8,10,bayesian
ecoli,custom_gegen,4,0.8719251336898395,0.04228592695439184,0.8636833344742578,0.04443345604368604,0.4074224641007147,0.015942212410308798,0.004317260067909956,0.0002443850722592436,1.3924075001850724,46,"{'C': 7.4983963426883635, 'degree': 1, 'alpha': 0.25070004483418906}",8,10,bayesian
ecoli,custom_gegen,5,0.8631016042780748,0.030166937768499144,0.853186188069548,0.033663671611874064,0.41368434856730707,0.013701302938813073,0.0068264400586485864,0.0003382336669747445,1.7655406002886593,47,"{'C': 3.1787371619055294, 'degree': 5, 'alpha': -0.47957646815918376}",8,10,bayesian
ecoli,custom_alsalam,0,0.8753119429590018,0.04654497518736247,0.8644035892776347,0.048942302279140384,0.43816580333530036,0.021268047346274844,0.003909910004585982,0.00024110217181550232,0.5728535000234842,42,"{'C': 3.4882070224403936, 'degree': 2, 'a': -1, 'q': 0.37}",8,10,bayesian
ecoli,custom_alsalam,1,0.8601604278074866,0.03998287402543221,0.8530801244347807,0.04315368755026415,0.4308832207724083,0.012689988369505377,0.004472240060567856,0.00021351032657210378,0.598915500100702,43,"{'C': 5.526503868113398, 'degree': 3, 'a': -1, 'q': 0.32}",8,10,bayesian
ecoli,custom_alsalam,2,0.8695187165775401,0.07242233614809925,0.8648842690522409,0.07003953342295534,0.4378259349113719,0.010366042849724758,0.0040348800364881756,9.704545449320367e-05,0.5528679001145065,44,"{'C': 9.845094997655195, 'degree': 3, 'a': -1, 'q': 0.51}",8,10,bayesian
ecoli,custom_alsalam,3,0.8779857397504456,0.03348467174952185,0.8679608533727237,0.04167825334884963,0.38790789674993986,0.014775030636205142,0.002553289942443371,0.00017299682360249013,0.5515837003476918,45,"{'C': 1.2140015006602403, 'degree': 1, 'a': -1, 'q': 0.12}",8,10,bayesian
ecoli,custom_alsalam,4,0.8688057040998217,0.043177747969078265,0.8602334101743636,0.04652796591726227,0.3855922016042664,0.013199430170226841,0.0025882899761199953,7.296969712538282e-05,0.5710309999994934,46,"{'C': 7.4983963426883635, 'degree': 1, 'a': -1, 'q': 0.37}",8,10,bayesian
ecoli,custom_alsalam,5,0.8602495543672013,0.034453612123731804,0.8421835270959896,0.042402559045870244,0.5677900902673049,0.007116111749659089,0.0034258299972862007,0.0001089772039899041,0.5619763000868261,47,"{'C': 2.469050145265414, 'degree': 2, 'a': -1, 'q': 0.64}",8,10,bayesian
mines,linear,0,0.5209447415329769,0.048505241726711536,0.47438186360188883,0.04958951262597227,0.7902707075064711,0.006827235113999584,0.0028160599526017905,0.00016156420951107169,0.41709640016779304,42,{'C': 9.364128431065215},8,10,bayesian
mines,linear,1,0.5295900178253119,0.07471527928681296,0.48687420566745826,0.07153482372391516,0.8172260569456429,0.0048968064403892625,0.0021353900898247956,8.180469291383677e-05,0.4080169000662863,43,{'C': 3.3356407136855206},8,10,bayesian
mines,linear,2,0.5121212121212121,0.05225918177577909,0.46703552259072956,0.045785242918350996,0.7817159188955995,0.006484100482225071,0.00383644993416965,0.00033466705647813274,0.4276813003234565,44,{'C': 20.87121887449257},8,10,bayesian
mines,linear,3,0.5297682709447417,0.06772703756598512,0.48263560218070484,0.051083003500661375,0.7961842105263157,0.0061420736931493735,0.002584880031645298,0.0001746844546955048,0.3981162002310157,45,{'C': 7.036901101574616},8,10,bayesian
mines,linear,4,0.5268270944741532,0.04154186940520492,0.4735980119878773,0.04809838439998584,0.7971688955996548,0.0058382017613619365,0.002413860009983182,8.348719281273321e-05,0.4196185003966093,46,{'C': 6.226828244802206},8,10,bayesian
mines,linear,5,0.5353832442067736,0.07735964617302311,0.4899700962244215,0.06484972707222089,0.7896171268334772,0.00830455897100005,0.002975780051201582,0.00016709534095052682,0.43612820003181696,47,{'C': 10.36557558009697},8,10,bayesian
mines,poly,0,0.5950980392156864,0.07487060721052523,0.5738302464198973,0.08542888488330297,0.7620038826574633,0.007046464043254761,0.00958138988353312,0.0006926976688790901,0.5551389995962381,42,"{'C': 9.364128431065215, 'degree': 6, 'gamma': 2.9321633619048173}",8,10,bayesian
mines,poly,1,0.5501782531194296,0.07370184502411176,0.5007258315990788,0.07852945732725314,0.8086798964624675,0.006156482001465177,0.002837510034441948,0.00046934752948751856,0.6162858996540308,43,"{'C': 6.015499909513754, 'degree': 2, 'gamma': 3.438750940498319}",8,10,bayesian
mines,poly,2,0.5737076648841356,0.0877912900126706,0.5649238135601772,0.07848361994436874,0.7297864538395168,0.01099324373689665,0.014066570112481714,0.001126603657775352,0.8269175002351403,44,"{'C': 23.936844254628866, 'degree': 6, 'gamma': 3.5291436202329205}",8,10,bayesian
mines,poly,3,0.609625668449198,0.049381261918178126,0.5869601934799323,0.0593286346694783,0.7472034081104401,0.007046180190677668,0.012810159986838699,0.0012038624282437037,0.7894548000767827,45,"{'C': 15.685164675927945, 'degree': 6, 'gamma': 2.6058768340207172}",8,10,bayesian
mines,poly,4,0.5922459893048129,0.06549831982194876,0.5760128625446873,0.07288435339797587,0.7794219154443486,0.010631865719162031,0.00828239000402391,0.000491103278521523,0.7178958998993039,46,"{'C': 10.659318426847376, 'degree': 5, 'gamma': 3.4704024356367422}",8,10,bayesian
mines,poly,5,0.5588235294117647,0.06257801648261445,0.5324321737501155,0.06387558110082839,0.7836917601380501,0.009348586623987576,0.007689559925347566,0.0005942691320313223,0.6279265000484884,47,"{'C': 8.787343679511642, 'degree': 5, 'gamma': 3.201549584739277}",8,10,bayesian
mines,rbf,0,0.5773618538324421,0.054568168351044964,0.5667930214729522,0.05761768139265257,0.8530532786885245,0.007719925721981703,0.004630380030721426,0.0004703121602347828,0.5231921998783946,42,"{'C': 18.300116551343315, 'gamma': 2.4009048979725676}",8,10,bayesian
mines,rbf,1,0.556060606060606,0.06548279432282009,0.5398499056080057,0.06090499897116511,0.846814063848145,0.00879866409876001,0.004546349868178368,0.00041119776872500626,0.5031053000129759,43,"{'C': 16.652589237237546, 'gamma': 2.171818189566687}",8,10,bayesian
mines,rbf,2,0.5857397504456328,0.06733368545947811,0.5805863656539348,0.06652289999556187,0.8261054788610871,0.011460636872733689,0.004904880002140999,0.00027643057574140044,0.5355303999967873,44,"{'C': 24.013195103916477, 'gamma': 1.8349747309285782}",8,10,bayesian
mines,rbf,3,0.6361853832442068,0.07320410945221095,0.6234788222158464,0.07502715065548513,0.854372303710095,0.009533112586914439,0.0049768200609833,0.00026820762528787504,0.5284401997923851,45,"{'C': 21.404695032842014, 'gamma': 2.6058768340207172}",8,10,bayesian
mines,rbf,4,0.5920677361853832,0.05927693514494861,0.5886574901959167,0.061370954849787905,0.8172282139775667,0.009724622884898473,0.004517450043931603,0.00032827692126771187,0.5365398996509612,46,"{'C': 21.677167808874145, 'gamma': 1.3052310290573594}",8,10,bayesian
mines,rbf,5,0.5767379679144387,0.07095218701693334,0.5621615725428784,0.0768070029094719,0.8714678602243312,0.008219886957656873,0.004919230053201318,0.0002897260602118805,0.5173878003843129,47,"{'C': 17.690420851338768, 'gamma': 3.201549584739277}",8,10,bayesian
mines,custom_hermite,0,0.5267379679144385,0.04977062035733693,0.5036975767284246,0.05441386522036751,0.8362952976704057,0.00555270054538742,0.0033542899414896964,0.0002902985801303181,0.5330813000909984,42,"{'C': 20.811233577369745, 'degree': 2}",8,10,bayesian
mines,custom_hermite,1,0.5175579322638146,0.062015756348520364,0.4804090388639485,0.07995146746598644,0.833661561691113,0.0066204954234671985,0.003927940083667636,0.00026704540476360505,0.5660250000655651,43,"{'C': 16.652589237237546, 'degree': 4}",8,10,bayesian
mines,custom_hermite,2,0.5324420677361854,0.06761904685186435,0.5128662654932709,0.07004502274905117,0.8359588006902502,0.00510903028999356,0.0035423200111836194,0.00030389738435699075,0.49342430010437965,44,"{'C': 18.616267401506267, 'degree': 3}",8,10,bayesian
mines,custom_hermite,3,0.5357397504456328,0.05230514242194654,0.4970962835063181,0.054308044315583816,0.8247853753235548,0.006441302297821146,0.003535010013729334,0.0002006698505507075,0.46504850033670664,45,"{'C': 24.725298825376527, 'degree': 4}",8,10,bayesian
mines,custom_hermite,4,0.5413547237076649,0.04639583204910629,0.49931046974299564,0.04522907112572609,0.8310364538395169,0.004763779610164398,0.0035611499566584825,0.00022732137296251162,0.4727000999264419,46,"{'C': 19.59602493779296, 'degree': 4}",8,10,bayesian
mines,custom_hermite,5,0.526559714795009,0.05798544110857581,0.48883305550624795,0.06436816365357198,0.8297185073339086,0.00992765155541577,0.003623929899185896,0.00024142471019673577,0.46218400029465556,47,"{'C': 17.690420851338768, 'degree': 5}",8,10,bayesian
mines,custom_gegen,0,0.5415329768270946,0.055088866288204835,0.49118106720921206,0.06827108392658603,0.8602901207937877,0.004679470470036948,0.004079569969326258,0.00035849671356967777,0.88774019991979,42,"{'C': 3.4882070224403936, 'degree': 2, 'alpha': 0.23906006815444647}",8,10,bayesian
mines,custom_gegen,1,0.591800356506239,0.04806888781656521,0.5737142875046842,0.0462792421497997,0.7820513373597929,0.008445674979597976,0.005500360066071153,0.00037209471636136384,0.9149484997615218,43,"{'C': 16.652589237237546, 'degree': 4, 'alpha': -0.4322624893955228}",8,10,bayesian
mines,custom_gegen,2,0.5680926916221034,0.10008337245345926,0.5664741793280643,0.09664551129671214,0.8353062985332184,0.010435954964173932,0.006984470039606094,0.00027642832100637323,1.057095100171864,44,"{'C': 17.75398968518351, 'degree': 6, 'alpha': 0.41867600678848516}",8,10,bayesian
mines,custom_gegen,3,0.5622994652406417,0.04364190092789747,0.5326509929580864,0.04403623255112235,0.8379367989646246,0.010891665925094796,0.004655649978667497,0.00020351849503342834,0.8777858000248671,45,"{'C': 2.812409934004069, 'degree': 2, 'alpha': 0.4623190862767723}",8,10,bayesian
mines,custom_gegen,4,0.5565062388591802,0.05519690665598574,0.5345537905234351,0.07017060165357565,0.8129497411561692,0.006369790599453437,0.005020920047536492,0.000251355677959321,0.8211166998371482,46,"{'C': 9.871403897553764, 'degree': 4, 'alpha': -0.4183827982365956}",8,10,bayesian
mines,custom_gegen,5,0.5471479500891266,0.03927731747537698,0.5001842935051823,0.05049411509390235,0.8027577653149267,0.008526035408366604,0.0043715499341487885,0.0002206918640643796,0.9859521999023855,47,"{'C': 6.166987894984273, 'degree': 2, 'alpha': -0.4422174052507317}",8,10,bayesian
mines,custom_alsalam,0,0.5945632798573977,0.0653638050206491,0.5833335914778275,0.07022910807485712,0.7682517256255392,0.01268586313010661,0.008724539959803223,0.0007373708551583042,0.5927642998285592,42,"{'C': 20.811233577369745, 'degree': 2, 'a': -1, 'q': 0.19}",8,10,bayesian
mines,custom_alsalam,1,0.6002673796791445,0.07304599910423598,0.5850461305676659,0.06672838660138682,0.732082614322692,0.004307074930974002,0.007678130036219954,0.0010155925886958875,0.5608844999223948,43,"{'C': 16.652589237237546, 'degree': 4, 'a': -1, 'q': 0.03}",8,10,bayesian
mines,custom_alsalam,2,0.5884135472370767,0.097115891945142,0.5821756809777912,0.08735622323229916,0.782380284728214,0.010679961551814188,0.0051182099152356384,0.00021385538795284085,0.5138449999503791,44,"{'C': 17.75398968518351, 'degree': 6, 'a': -1, 'q': 0.46}",8,10,bayesian
mines,custom_alsalam,3,0.6154188948306596,0.052811153102708445,0.6044644202744235,0.06195906330048054,0.740957722174288,0.011419255702343959,0.007727219955995679,0.0007047764685394739,0.5844848998822272,45,"{'C': 24.725298825376527, 'degree': 4, 'a': -1, 'q': 0.28}",8,10,bayesian
mines,custom_alsalam,4,0.6183600713012478,0.04970002573611579,0.6126359804171223,0.041364440204819455,0.7432592752372734,0.009163995972819227,0.006757030030712485,0.00045690420863085115,0.5863388003781438,46,"{'C': 19.59602493779296, 'degree': 4, 'a': -1, 'q': 0.25}",8,10,bayesian
mines,custom_alsalam,5,0.5975935828877006,0.04239886372230587,0.5775102603087032,0.04577232688810417,0.7853332614322691,0.013160714886463984,0.0043320101220160724,0.00015765449569197568,0.49045780021697283,47,"{'C': 3.1787371619055294, 'degree': 5, 'a': -1, 'q': 0.01}",8,10,bayesian
blood,linear,0,0.7607027027027027,0.003332554084713155,0.6607243681839103,0.007476714976484952,0.4824722995048522,0.003917440190307631,0.007386619970202446,0.0017442523316781098,0.8320317999459803,42,{'C': 9.364128431065215},8,10,bayesian
blood,linear,1,0.762054054054054,0.00410810810810811,0.6613937751128592,0.00798796180680529,0.48321347789471825,0.0028665320716128365,0.004793239943683148,0.0006345368138742851,0.8017808999866247,43,{'C': 2.877249105178084},8,10,bayesian
blood,linear,2,0.762054054054054,0.00410810810810811,0.6591532156722997,0.005579158617326564,0.48514512722607045,0.0025749122410698745,0.010200500022619963,0.0020133537244744174,0.9144684001803398,44,{'C': 20.87121887449257},8,10,bayesian
blood,linear,3,0.7607207207207207,0.006193063030954958,0.6584939512725774,0.006222283943438244,0.4858858647007729,0.0050082648605693555,0.012889639986678959,0.004055176568033578,0.8445681999437511,45,{'C': 24.725298825376527},8,10,bayesian
blood,linear,4,0.7607207207207207,0.006193063030954958,0.6607345107131367,0.00862273637377983,0.483658581752285,0.0034257444447544456,0.009404429979622365,0.0020280327720271613,0.8925307001918554,46,{'C': 19.59602493779296},8,10,bayesian
blood,linear,5,0.7647207207207207,0.005862255685091959,0.6652079291388251,0.01199937601344244,0.48410478789776057,0.0026667273822805976,0.010887140035629272,0.001733755838227324,0.949652099981904,47,{'C': 24.36210287781698},8,10,bayesian
blood,poly,0,0.7753873873873874,0.017822944005093103,0.7129081405737476,0.0338460288766338,0.48900688268570247,0.007421401939775757,0.027140310034155846,0.0010892965320886407,1.410044000018388,42,"{'C': 9.364128431065215, 'degree': 6, 'gamma': 2.9321633619048173}",8,10,bayesian
blood,poly,1,0.7740900900900902,0.013463643716860861,0.6975082651949343,0.02373965358648263,0.479795944462326,0.007643859972369048,0.022672199923545123,0.0011219744458448304,1.9080674997530878,43,"{'C': 24.286655820793264, 'degree': 3, 'gamma': 3.818663623479838}",8,10,bayesian
blood,poly,2,0.7794054054054055,0.016106949189420364,0.7217323912370601,0.02827436351633949,0.5080231127728714,0.012066195408646516,0.03057143990881741,0.0010290828547236941,1.9480718998238444,44,"{'C': 23.936844254628866, 'degree': 6, 'gamma': 3.5291436202329205}",8,10,bayesian
blood,poly,3,0.7794774774774774,0.03241846045388063,0.7224156415856166,0.05402988382722641,0.4933137420029013,0.011704342224554715,0.02976860012859106,0.0014680451723906882,2.0101788002066314,45,"{'C': 15.685164675927945, 'degree': 6, 'gamma': 2.6058768340207172}",8,10,bayesian
blood,poly,4,0.7714054054054055,0.014882064851108896,0.7021477568039017,0.030422250757254195,0.4814335033796147,0.00815427726185202,0.024593820003792642,0.0016660717581580165,1.7813791004009545,46,"{'C': 10.659318426847376, 'degree': 5, 'gamma': 3.4704024356367422}",8,10,bayesian
blood,poly,5,0.7714414414414413,0.024495659505960027,0.7029858880302572,0.03385181057208696,0.4809835494552493,0.006212454790695278,0.022220390010625125,0.0009468619614236362,1.6539763999171555,47,"{'C': 2.8380983088693443, 'degree': 6, 'gamma': 2.91917705535597}",8,10,bayesian
blood,rbf,0,0.7914414414414415,0.017075007473044607,0.7608875285766136,0.021875596639943245,0.48633405496448434,0.007010004679997935,0.012339690001681447,0.0006400367193571088,1.1659448998980224,42,"{'C': 15.028274178568475, 'gamma': 2.8368516771561185}",8,10,bayesian
blood,rbf,1,0.7874054054054055,0.031980073537780686,0.7586576309271558,0.04312175654052394,0.48648264337458835,0.004717655569063545,0.01018635998480022,0.00047812886378552686,1.1538546001538634,43,"{'C': 8.179149256222683, 'gamma': 3.438750940498319}",8,10,bayesian
blood,rbf,2,0.7834234234234234,0.01766666436962189,0.7510177824208543,0.030302192962681922,0.48722404222203614,0.005367086332488041,0.011441309936344624,0.0008328253412481296,1.2152170003391802,44,"{'C': 12.74805033733057, 'gamma': 2.8451209109125584}",8,10,bayesian
blood,rbf,3,0.7875135135135135,0.030174456899844142,0.7564053175806122,0.0387590161366361,0.4857374967482507,0.010438512209651404,0.015624200040474535,0.002058050608231623,1.2950812000781298,45,"{'C': 21.404695032842014, 'gamma': 2.6058768340207172}",8,10,bayesian
blood,rbf,4,0.7874054054054054,0.02855164607848538,0.7528578214500412,0.03615099392653174,0.48915679384129696,0.0069371387811858485,0.010219510039314627,0.0009472986745072604,1.2041242001578212,46,"{'C': 6.226828244802206, 'gamma': 3.0360835232141175}",8,10,bayesian
blood,rbf,5,0.7994414414414415,0.018189891958633634,0.77353170019355,0.02107988343252327,0.4860359963139492,0.0071438610746978205,0.012897680001333355,0.001362605310975204,1.2080848002806306,47,"{'C': 17.690420851338768, 'gamma': 3.201549584739277}",8,10,bayesian
blood,custom_hermite,0,0.7686846846846846,0.01831853886540793,0.6870247131714089,0.02738049023125033,0.48291850565032785,0.004489558306339604,0.022768309945240615,0.002298534950044747,2.116846799850464,42,"{'C': 9.364128431065215, 'degree': 6}",8,10,bayesian
blood,custom_hermite,1,0.77009009009009,0.015020803688963537,0.6874343686963182,0.025458222102436187,0.4805402092583365,0.002738982420781923,0.02090761996805668,0.0010104045403041561,2.0850049001164734,43,"{'C': 16.652589237237546, 'degree': 4}",8,10,bayesian
blood,custom_hermite,2,0.7687567567567568,0.014050634834703252,0.6872321990080874,0.018987528379764924,0.4838082724502978,0.001989645052363735,0.019637940032407642,0.0004482140747317368,2.152813400141895,44,"{'C': 18.616267401506267, 'degree': 3}",8,10,bayesian
blood,custom_hermite,3,0.7701261261261261,0.02147303297625311,0.68884982195902,0.03474928082241877,0.480094003112861,0.00437140871099352,0.02218409008346498,0.003996289662904542,2.149823300074786,45,"{'C': 24.725298825376527, 'degree': 4}",8,10,bayesian
blood,custom_hermite,4,0.770108108108108,0.01476300344086252,0.6881387847280752,0.02026668843028234,0.4824720790472705,0.002992023798118089,0.02015491984784603,0.0008825499904755506,2.2344081001356244,46,"{'C': 22.818144526090006, 'degree': 3}",8,10,bayesian
blood,custom_hermite,5,0.7700900900900901,0.016131107992866135,0.6895781741181326,0.026532415588419234,0.483064228111869,0.004446164597114894,0.022749649919569494,0.0030028468812422523,2.169245299883187,47,"{'C': 17.690420851338768, 'degree': 5}",8,10,bayesian
blood,custom_gegen,0,0.770054054054054,0.019550803297697525,0.6944208166095305,0.03445737333015323,0.4835115365452533,0.002815388641196341,0.0708451499696821,0.002944662592661739,5.6474949000403285,42,"{'C': 4.585929341825992, 'degree': 2, 'alpha': 0.5542652989481534}",8,10,bayesian
blood,custom_gegen,1,0.7767567567567568,0.030875754746241726,0.7275384308396246,0.04415131424860293,0.4870767765574226,0.00603679692928676,0.032085160119459034,0.0014388817932297377,5.2096315999515355,43,"{'C': 16.652589237237546, 'degree': 4, 'alpha': -0.4322624893955228}",8,10,bayesian
blood,custom_gegen,2,0.7887567567567568,0.02918209234157741,0.7532675292518445,0.03737150490493033,0.4710336374178244,0.00362603585433829,0.07241302002221346,0.0018493078614422811,6.231616199947894,44,"{'C': 9.845094997655195, 'degree': 3, 'alpha': 0.5247057950833167}",8,10,bayesian
blood,custom_gegen,3,0.7874954954954955,0.027815081517783155,0.7508305004056379,0.03469631345535722,0.48172825516642337,0.006130259219027013,0.03149122004397213,0.0006266859417185859,4.714093599934131,45,"{'C': 1.933161862413238, 'degree': 3, 'alpha': 0.45088785981341584}",8,10,bayesian
blood,custom_gegen,4,0.7674414414414416,0.012572923396213428,0.6733649667041652,0.02409521768416246,0.4786087803845661,0.0034381450058935527,0.02676599007099867,0.0013089025837959018,4.5835112002678216,46,"{'C': 7.4983963426883635, 'degree': 1, 'alpha': 0.25070004483418906}",8,10,bayesian
blood,custom_gegen,5,0.77009009009009,0.02258470694755249,0.7019848534256301,0.03241830077413575,0.48885939656350724,0.00656860127259566,0.026386780105531214,0.0010810727537902947,5.523174399975687,47,"{'C': 3.1787371619055294, 'degree': 5, 'alpha': -0.47957646815918376}",8,10,bayesian
blood,custom_alsalam,0,0.7847567567567567,0.021057690881580132,0.737819962210378,0.030318204332670205,0.4775693228865833,0.010484670287928518,0.023041729955002664,0.0009407283543093665,1.6166998003609478,42,"{'C': 20.811233577369745, 'degree': 2, 'a': -1, 'q': 0.19}",8,10,bayesian
