dataset,kernel,n_trials,accuracy_mean,accuracy_std,accuracy_median,accuracy_ci_lower,accuracy_ci_upper,accuracy_min,accuracy_max,f1_mean,f1_std,f1_median,support_vector_prop_mean,support_vector_prop_std,support_vector_prop_median,training_time_mean,training_time_std,training_time_median,optimization_time_mean,optimization_time_std,optimization_time_median,n_optimization_trials,cv_folds,optimization_method
ecoli,linear,6,0.8741087344028521,0.0041970787457819925,0.8750445632798574,0.8692837762641886,0.8789336925415155,0.8688948306595365,0.8784313725490197,0.8662764286214246,0.004573449180373216,0.8673749302147167,0.42482387311578845,0.02636277087803384,0.4173240006119817,0.0019155049851785103,0.00038741767318854845,0.0017018100479617715,0.3507151334391286,0.028055028625801844,0.3501659999601543,8,10,bayesian
ecoli,poly,6,0.87859477124183,0.0021081252373328723,0.8782531194295902,0.8761712722709295,0.8810182702127306,0.8748663101604277,0.8811942959001783,0.8700846424001852,0.0030398122258260382,0.8710831839084063,0.43221282393139976,0.03546394376014925,0.4287390990754705,0.0025777399927998583,0.0009102657468846393,0.0022439900087192653,0.44497169996611774,0.035426720658901185,0.4479817000683397,8,10,bayesian
ecoli,rbf,6,0.8766042780748663,0.0029473593163240985,0.8766488413547238,0.8732159963240996,0.879992559825633,0.8719251336898395,0.8810160427807487,0.8675015274835198,0.0026957894673028267,0.8672161431921945,0.4703476639054634,0.054745139193109346,0.45055788691451926,0.0025886783376336095,0.00028844667158663443,0.002472970029339194,0.4236711000557989,0.004501927056462272,0.4250549003481865,8,10,bayesian
ecoli,custom_hermite,6,0.8672162804515745,0.0022123124002394424,0.8678253119429589,0.8646730080072514,0.8697595528958976,0.8631016042780748,0.8692513368983956,0.8600254069443487,0.0030362308727508915,0.86183337562715,0.47894582504608074,0.014153535600603848,0.4770189932900575,0.006155101667779187,0.0016931040323445506,0.005737999989651144,0.6999415833658228,0.04593384113282338,0.7023793500848114,8,10,bayesian
ecoli,custom_gegen,6,0.8602792632204398,0.02959514782515488,0.8735739750445632,0.8262567065773371,0.8943018198635425,0.7950980392156863,0.8782531194295901,0.8511703873838656,0.0295895380935692,0.8657695478268617,0.43843609526515565,0.04292511203276512,0.4186506895722685,0.006230153368475537,0.0011989992038837726,0.006299830018542707,1.5778737334379305,0.15141317023194248,1.564533700235188,8,10,bayesian
ecoli,custom_alsalam,6,0.8686720142602495,0.0067694638883175964,0.8691622103386809,0.8608898443604944,0.8764541841600046,0.8601604278074866,0.8779857397504456,0.8587909622346221,0.00878652472161279,0.8623184997259992,0.44136085794009866,0.06066876985142617,0.43435457784189013,0.0034974066695819296,0.0007225313763100575,0.003667870000936091,0.5682046501121173,0.015932255447173617,0.5665036500431597,8,10,bayesian
mines,linear,6,0.5257724301841948,0.007457469566800937,0.5282085561497325,0.5171993295445337,0.5343455308238559,0.5121212121212121,0.5353832442067736,0.4790825503755134,0.008053779856351915,0.4785087328912968,0.7953638193845268,0.011008468138823576,0.7932274590163935,0.002793736678237716,0.0005388624847304886,0.0027004699921235444,0.41777625020282966,0.012386300512032699,0.41835745028220117,8,10,bayesian
mines,poly,6,0.5799465240641712,0.020948154612491398,0.5829768270944742,0.5558645434272581,0.6040285047010844,0.5501782531194296,0.609625668449198,0.5558141868923148,0.029908386089553183,0.5693770299900373,0.768464552775381,0.025687147813397846,0.770712899050906,0.009211263324444493,0.0036621071517257617,0.008931889943778516,0.6889365999183307,0.09736822963856645,0.6729111999738961,8,10,bayesian
mines,rbf,6,0.5873588829471182,0.024498804676467863,0.5815508021390374,0.5591950780316051,0.6155226878626314,0.556060606060606,0.6361853832442068,0.5769211962815891,0.0258634027281589,0.5736896935634435,0.8448401998849581,0.0181872466234503,0.8499336712683347,0.0047491850098595025,0.00018882609993024367,0.004767630016431212,0.5240326332859695,0.011480929145704836,0.5258161998353899,8,10,bayesian
mines,custom_hermite,6,0.5300653594771242,0.007583908562288375,0.5295900178253119,0.5213469046763255,0.5387838142779229,0.5175579322638146,0.5413547237076649,0.4970354483068677,0.010359334679169155,0.49820337662465686,0.831909332758125,0.003979480455079943,0.832349007765315,0.003590773317652444,0.00017177504023878663,0.003551734983921051,0.49874386680312455,0.03848027061861297,0.4830622000154108,8,10,bayesian
