dataset,kernel,trial,optimization_time,training_time,best_accuracy,best_f1_score,support_vector_prop,best_params,random_seed,n_optimization_trials,cv_folds
ecoli,rbf,7,0.5349117000587285,0.0027527299243956804,0.8600713012477719,0.8503869208499728,0.3793029965248181,"{'C': 96.21679197288353, 'gamma': 0.2503777431897933}",49,10,10
ecoli,rbf,8,0.5348616996780038,0.0029183300212025642,0.860338680926916,0.8554681615242294,0.44445282276572023,"{'C': 49.4606699521566, 'gamma': 0.9243936192903239}",50,10,10
ecoli,rbf,9,0.5072101000696421,0.002666690060868859,0.8601604278074866,0.8475125583159832,0.4497355364675541,"{'C': 17.435164259026102, 'gamma': 0.884946142214355}",51,10,10
ecoli,custom_hermite,0,0.8090212000533938,0.005074980016797781,0.8693404634581106,0.8621955164122161,0.4355102397656984,"{'C': 83.24443163740138, 'degree': 2}",42,10,10
ecoli,custom_hermite,1,0.7873611999675632,0.003324949974194169,0.8691622103386809,0.8570003430397588,0.5294232072213843,"{'C': 25.44285816486207, 'degree': 1}",43,10,10
ecoli,custom_hermite,2,0.7672978001646698,0.003263079980388284,0.8725490196078433,0.8680386191830205,0.48709374248683146,"{'C': 42.76572445463983, 'degree': 1}",44,10,10
ecoli,custom_hermite,3,0.7643113001249731,0.004916650103405118,0.869073083778966,0.8625612588604626,0.46560881253688285,"{'C': 44.05364834656567, 'degree': 2}",45,10,10
ecoli,custom_hermite,4,0.808084599673748,0.005405650101602077,0.8688057040998217,0.8629602317598664,0.40973050947478856,"{'C': 78.38345124822426, 'degree': 4}",46,10,10
ecoli,custom_hermite,5,0.7644302998669446,0.003431039955466986,0.8688948306595364,0.860203516205944,0.5271118833737679,"{'C': 25.599987137364938, 'degree': 1}",47,10,10
ecoli,custom_hermite,6,0.8163201999850571,0.004924279963597655,0.8781639928698752,0.8726180869441669,0.4560192774244311,"{'C': 33.67204902905069, 'degree': 3}",48,10,10
ecoli,custom_hermite,7,0.7780706998892128,0.003431010013446212,0.8662210338680927,0.8562326291461456,0.44212838502393287,"{'C': 96.21679197288353, 'degree': 1}",49,10,10
ecoli,custom_hermite,8,0.84472870035097,0.004827720066532493,0.8748663101604277,0.8688333370983207,0.43750027320612855,"{'C': 76.05390826420042, 'degree': 2}",50,10,10
ecoli,custom_hermite,9,0.7181849996559322,0.0033883399330079554,0.8690730837789662,0.8593231563065247,0.48710248508294535,"{'C': 41.02538836217453, 'degree': 1}",51,10,10
ecoli,custom_gegen,0,1.775822600349784,0.0050276500638574365,0.8781639928698752,0.8705080815561462,0.3664087600813062,"{'C': 59.86624976121946, 'degree': 1, 'alpha': -0.1795709045309567}",42,10,10
ecoli,custom_gegen,1,1.8385163000784814,0.006968459952622652,0.8811051693404635,0.8664355058217618,0.5271107905492536,"{'C': 89.70996089957345, 'degree': 2, 'alpha': 0.031986596966799064}",43,10,10
ecoli,custom_gegen,2,2.0841269996017218,0.0046223099809139965,0.8754010695187165,0.8680474494361075,0.5324055253207439,"{'C': 42.76572445463983, 'degree': 1, 'alpha': -0.05638125000041694}",44,10,10
ecoli,custom_gegen,3,1.8356511001475155,0.008145199995487929,0.8693404634581106,0.8622166360681305,0.42559504294800343,"{'C': 11.246977118703663, 'degree': 2, 'alpha': 0.4623190862767723}",45,10,10
ecoli,custom_gegen,4,1.6669847001321614,0.004801449878141284,0.8717468805704099,0.8636017798507829,0.35913382729001375,"{'C': 29.99148509430352, 'degree': 1, 'alpha': 0.25070004483418906}",46,10,10
ecoli,custom_gegen,5,2.2058924003504217,0.007961300015449525,0.8631907308377895,0.8561054926640871,0.40342928332568356,"{'C': 24.665691528082416, 'degree': 2, 'alpha': -0.4422174052507317}",47,10,10
ecoli,custom_gegen,6,1.3496253001503646,0.004997829999774694,0.8692513368983956,0.8590315933724796,0.36739339496863593,"{'C': 35.71784231100412, 'degree': 1, 'alpha': -0.20762466185188871}",48,10,10
ecoli,custom_gegen,7,2.3525816998444498,0.007216669991612435,0.8720142602495544,0.8613002959769369,0.3792953467532184,"{'C': 25.193648320991734, 'degree': 2, 'alpha': -0.3386652195968104}",49,10,10
ecoli,custom_gegen,8,2.0972401998005807,0.0045975500252097845,0.8721925133689841,0.8658799190628622,0.37699276550171573,"{'C': 66.83408854009923, 'degree': 1, 'alpha': 0.16084403508539902}",50,10,10
ecoli,custom_gegen,9,1.7888244995847344,0.007024489995092154,0.8691622103386809,0.8594043232849146,0.49338841168885095,"{'C': 48.78009133549274, 'degree': 2, 'alpha': -0.05581670324541077}",51,10,10
ecoli,custom_alsalam,0,0.9246129998937249,0.005237419996410609,0.8723707664884135,0.8667202782650671,0.4355146110637554,"{'C': 13.95024657134353, 'degree': 2, 'a': -1, 'q': 0.37}",42,10,10
ecoli,custom_alsalam,1,0.9343453999608755,0.006206679996103049,0.8393048128342245,0.8314147351133053,0.4341857364544402,"{'C': 22.103678559441246, 'degree': 3, 'a': -1, 'q': 0.32}",43,10,10
ecoli,custom_alsalam,2,0.8154262001626194,0.0064286999870091675,0.8724598930481283,0.8684541501060575,0.43088322077240837,"{'C': 36.05072312479231, 'degree': 3, 'a': -1, 'q': 0.61}",44,10,10
ecoli,custom_alsalam,3,0.8176347999833524,0.004781199945136904,0.8723707664884135,0.8683200436629889,0.4358512010141412,"{'C': 11.246977118703663, 'degree': 2, 'a': -1, 'q': 0.48000000000000004}",45,10,10
ecoli,custom_alsalam,4,0.8917217999696732,0.005175569886341691,0.8717468805704099,0.8651290725515416,0.44212947784844714,"{'C': 30.75461872064403, 'degree': 2, 'a': -1, 'q': 0.49}",46,10,10
ecoli,custom_alsalam,5,0.886831299867481,0.004343240102753043,0.8631907308377895,0.8559389300213397,0.4695735798745438,"{'C': 9.873496758926203, 'degree': 2, 'a': -1, 'q': 0.64}",47,10,10
ecoli,custom_alsalam,6,0.8739241999574006,0.005104259913787245,0.8721925133689841,0.8645782557852677,0.43848490809345836,"{'C': 54.52338114221105, 'degree': 4, 'a': -1, 'q': 0.59}",48,10,10
ecoli,custom_alsalam,7,0.866306799929589,0.004587580077350139,0.8691622103386809,0.8574873046970062,0.5327377439730727,"{'C': 28.984498812192676, 'degree': 2, 'a': -1, 'q': 0.7000000000000001}",49,10,10
ecoli,custom_alsalam,8,0.8272879002615809,0.005478949984535575,0.8602495543672013,0.8550582151210733,0.4381647105107862,"{'C': 52.41082616290873, 'degree': 6, 'a': -1, 'q': 0.5700000000000001}",50,10,10
ecoli,custom_alsalam,9,0.8410439998842776,0.0050976399797946215,0.8691622103386809,0.8598477249063681,0.44410530457019204,"{'C': 4.77353057385992, 'degree': 2, 'a': -1, 'q': 0.29000000000000004}",51,10,10
glass,linear,0,0.4372609001584351,0.0017466700170189141,0.6632034632034632,0.626972534116497,0.7383122841105354,{'C': 15.602708025603208},42,10,10
glass,linear,1,0.4071720000356436,0.001575969997793436,0.6586580086580086,0.6268648827758836,0.7429916882556131,{'C': 11.506341584411505},43,10,10
glass,linear,2,0.43589260010048747,0.001526209944859147,0.6816017316017315,0.646260667437138,0.7487127590673575,{'C': 10.480505640882603},44,10,10
glass,linear,3,0.41457819985225797,0.0017033000476658344,0.667965367965368,0.6414943752620665,0.7398828799654577,{'C': 16.33328149637847},45,10,10
glass,linear,4,0.45053069991990924,0.0019807400181889533,0.6582251082251082,0.6339748292070274,0.719098121761658,{'C': 24.905060108483372},46,10,10
glass,linear,5,0.45690950006246567,0.00163546996191144,0.6642857142857144,0.631952427231065,0.7486911701208981,{'C': 11.349733700893058},47,10,10
glass,linear,6,0.43803759990260005,0.0024118199944496155,0.658874458874459,0.625966635365031,0.7134148316062177,{'C': 28.48683188622436},48,10,10
glass,linear,7,0.44256360037252307,0.0018373400438576938,0.6448051948051947,0.608342115400939,0.723785621761658,{'C': 21.043173174840597},49,10,10
glass,linear,8,0.4345583999529481,0.001850700005888939,0.6491341991341991,0.6219906658528951,0.7201505829015543,{'C': 25.548136901797378},50,10,10
glass,linear,9,0.43473839992657304,0.0017198500223457812,0.6642857142857143,0.6293186492279814,0.7393377590673575,{'C': 15.76785920720762},51,10,10
glass,poly,0,0.4445925001055002,0.0029533499386161567,0.7008658008658009,0.6866264128028834,0.6412213946459413,"{'C': 37.454637344617396, 'degree': 6, 'gamma': 2.9321633619048173}",42,10,10
glass,poly,1,0.4472471000626683,0.0028583600651472807,0.7004329004329004,0.6820799453197824,0.656282383419689,"{'C': 44.576390325611044, 'degree': 5, 'gamma': 0.34433613551210357}",43,10,10
glass,poly,2,0.4650038001127541,0.0038358999881893396,0.7331168831168832,0.7177939054409641,0.6266839378238342,"{'C': 95.74724943472268, 'degree': 6, 'gamma': 3.5291436202329205}",44,10,10
glass,poly,3,0.44854260003194213,0.0030598098877817393,0.7108225108225109,0.6962921143593412,0.6511010362694301,"{'C': 98.90116233604654, 'degree': 4, 'gamma': 1.1370165937272034}",45,10,10
glass,poly,4,0.43558380007743835,0.0029695800505578516,0.7246753246753247,0.7039597030095502,0.658900043177893,"{'C': 78.38345124822426, 'degree': 4, 'gamma': 1.007906067758062}",46,10,10
glass,poly,5,0.43316869996488094,0.002704920060932636,0.7106060606060607,0.6997246777498878,0.6630154360967184,"{'C': 35.14742912146425, 'degree': 5, 'gamma': 3.201549584739277}",47,10,10
glass,poly,6,0.4503737003542483,0.0028610200621187686,0.7196969696969696,0.7092850503592433,0.661469127806563,"{'C': 44.49646271214178, 'degree': 5, 'gamma': 1.8488408310945195}",48,10,10
glass,poly,7,0.4633464002981782,0.0035091199446469546,0.719047619047619,0.7141438323581181,0.6355057210708118,"{'C': 70.76117850962414, 'degree': 6, 'gamma': 2.431682930384008}",49,10,10
glass,poly,8,0.4346477002836764,0.0026308200787752865,0.7015151515151515,0.6833863369295702,0.6760416666666667,"{'C': 67.45763200916058, 'degree': 3, 'gamma': 2.036436743715766}",50,10,10
glass,poly,9,0.408839900046587,0.0028823900036513807,0.7106060606060606,0.6921368827251181,0.6604193652849741,"{'C': 72.8713543332869, 'degree': 4, 'gamma': 2.8609524348443096}",51,10,10
glass,rbf,0,0.39757260028272867,0.0017448000144213438,0.714935064935065,0.6906493366577401,0.7933479058721934,"{'C': 5.809303133207778, 'gamma': 3.4667955808220072}",42,10,10
glass,rbf,1,0.39181029982864857,0.0017575000878423453,0.7010822510822511,0.6830028085558624,0.7502671632124353,"{'C': 11.506341584411505, 'gamma': 2.442374492441684}",43,10,10
glass,rbf,2,0.4045882998034358,0.001903219986706972,0.7331168831168832,0.7199347384641502,0.6754857512953367,"{'C': 83.48438002441628, 'gamma': 0.43317197834869975}",44,10,10
glass,rbf,3,0.40272120013833046,0.0019464100245386363,0.7147186147186148,0.7020427620083847,0.6858862262521589,"{'C': 61.82983006225224, 'gamma': 1.14187715102262}",45,10,10
glass,rbf,4,0.40197790041565895,0.0018288199789822102,0.7054112554112554,0.6855558808605028,0.7622085492227979,"{'C': 10.408335656931513, 'gamma': 3.211524249181703}",46,10,10
glass,rbf,5,0.39812610018998384,0.0019321400672197343,0.7064935064935065,0.6935450462849844,0.6765490069084628,"{'C': 70.60339509628965, 'gamma': 0.9983686305083388}",47,10,10
glass,rbf,6,0.4242664002813399,0.001985110016539693,0.7158008658008658,0.7049782414499354,0.6692519430051813,"{'C': 79.20363403128228, 'gamma': 1.308437536827318}",48,10,10
glass,rbf,7,0.39908119989559054,0.0018290099687874317,0.7329004329004329,0.7199842827573921,0.6775636873920552,"{'C': 96.21679197288353, 'gamma': 0.2503777431897933}",49,10,10
glass,rbf,8,0.41164329973980784,0.0020053899846971036,0.7389610389610389,0.7277581755312849,0.6739556347150258,"{'C': 76.05390826420042, 'gamma': 1.25081849866812}",50,10,10
glass,rbf,9,0.39180879993364215,0.0019652399700134993,0.7147186147186148,0.6907751980684311,0.7481946243523316,"{'C': 28.42201566103021, 'gamma': 3.7981428233711143}",51,10,10
glass,custom_hermite,0,0.49348550010472536,0.002228880021721125,0.6961038961038961,0.6517336623644674,0.8312607944732298,"{'C': 83.24443163740138, 'degree': 2}",42,10,10
glass,custom_hermite,1,0.49035209976136684,0.0025346400681883095,0.6872294372294372,0.6445555840475626,0.8027256044905009,"{'C': 66.60935521958947, 'degree': 4}",43,10,10
glass,custom_hermite,2,0.49125370010733604,0.0025633400306105613,0.7188311688311687,0.6768296647575728,0.7928432642487047,"{'C': 50.99073105655105, 'degree': 5}",44,10,10
glass,custom_hermite,3,0.48151469975709915,0.0026406100019812583,0.70995670995671,0.6743716072287501,0.7450885146804835,"{'C': 97.60035557843834, 'degree': 5}",45,10,10
glass,custom_hermite,4,0.4960358999669552,0.00235474007204175,0.7101731601731602,0.6696246518073143,0.793364097582038,"{'C': 91.27231627122983, 'degree': 3}",46,10,10
glass,custom_hermite,5,0.4842860996723175,0.002603579964488745,0.7108225108225108,0.6728137342533628,0.7673979922279793,"{'C': 70.76080622076984, 'degree': 5}",47,10,10
glass,custom_hermite,6,0.48243589978665113,0.002409509988501668,0.6963203463203463,0.6620713203287286,0.8255478195164077,"{'C': 46.010662718398954, 'degree': 4}",48,10,10
glass,custom_hermite,7,0.4884441001340747,0.0024640601128339767,0.70995670995671,0.6744251632276843,0.8042638169257341,"{'C': 68.32799272073872, 'degree': 4}",49,10,10
glass,custom_hermite,8,0.49599940003827214,0.0023178800474852324,0.7054112554112555,0.6706024264692995,0.81360103626943,"{'C': 67.45763200916058, 'degree': 3}",50,10,10
glass,custom_hermite,9,0.4730689004063606,0.002647680090740323,0.6961038961038961,0.6563051646045897,0.7949104058721935,"{'C': 28.42201566103021, 'degree': 6}",51,10,10
glass,custom_gegen,0,0.9809992001391947,0.0030395199544727804,0.6961038961038961,0.6582185410049186,0.7518134715025907,"{'C': 45.607542351719374, 'degree': 5, 'alpha': -0.09264917350486412}",42,10,10
glass,custom_gegen,1,0.9969810997135937,0.004720870032906532,0.7097402597402598,0.6913717912634322,0.5763007340241797,"{'C': 66.60935521958947, 'degree': 4, 'alpha': -0.4322624893955228}",43,10,10
glass,custom_gegen,2,1.1223326004110277,0.0029612000100314615,0.6956709956709956,0.6595398283633578,0.7388331174438687,"{'C': 14.885657456358848, 'degree': 4, 'alpha': -0.17328102501183607}",44,10,10
glass,custom_gegen,3,1.0283363997004926,0.004511959943920374,0.7385281385281385,0.7287062619071787,0.6142190198618309,"{'C': 11.246977118703663, 'degree': 2, 'alpha': 0.4623190862767723}",45,10,10
glass,custom_gegen,4,0.9448023000732064,0.0037513898685574533,0.724025974025974,0.7053988659627757,0.6474606001727115,"{'C': 26.24225722762328, 'degree': 6, 'alpha': 0.29633924272509005}",46,10,10
glass,custom_gegen,5,1.1967354998923838,0.004308489942923188,0.711038961038961,0.7039128518540284,0.5955364853195164,"{'C': 12.712329991335293, 'degree': 5, 'alpha': -0.47957646815918376}",47,10,10
glass,custom_gegen,6,0.754088900052011,0.0032751200255006553,0.7192640692640694,0.6854144761000135,0.720166774611399,"{'C': 29.89833876951833, 'degree': 5, 'alpha': 0.15569648898167532}",48,10,10
glass,custom_gegen,7,1.2316438001580536,0.003844020003452897,0.7374458874458875,0.7321961159520967,0.6209844559585493,"{'C': 22.91459130306838, 'degree': 6, 'alpha': -0.37275251226410955}",49,10,10
glass,custom_gegen,8,1.126541499979794,0.003064880007877946,0.7056277056277057,0.6877791186404633,0.6890220207253885,"{'C': 31.001624859184517, 'degree': 3, 'alpha': 0.21001198681815925}",50,10,10
glass,custom_gegen,9,0.9679754003882408,0.0042146399151533846,0.7329004329004329,0.7169850854094552,0.6225415587219343,"{'C': 64.67490767496166, 'degree': 2, 'alpha': 0.3263934923421967}",51,10,10
glass,custom_alsalam,0,0.638457200024277,0.002929380023851991,0.7151515151515151,0.6988246765397362,0.6376025474956822,"{'C': 13.95024657134353, 'degree': 2, 'a': -1, 'q': 0.37}",42,10,10
glass,custom_alsalam,1,0.628675099927932,0.003749149991199374,0.6673160173160173,0.6487082101478386,0.6012251727115716,"{'C': 22.103678559441246, 'degree': 3, 'a': -1, 'q': 0.32}",43,10,10
glass,custom_alsalam,2,0.5489057996310294,0.003796309931203723,0.7515151515151516,0.7370566287544897,0.6105866796200345,"{'C': 42.76572445463983, 'degree': 1, 'a': -1, 'q': 0.22}",44,10,10
glass,custom_alsalam,3,0.5523399002850056,0.002402969961985946,0.7054112554112555,0.689500719479711,0.6910837651122625,"{'C': 11.246977118703663, 'degree': 2, 'a': -1, 'q': 0.48000000000000004}",45,10,10
glass,custom_alsalam,4,0.5980945001356304,0.002644510008394718,0.6963203463203463,0.6848087339462838,0.6448726252158894,"{'C': 29.99148509430352, 'degree': 1, 'a': -1, 'q': 0.37}",46,10,10
glass,custom_alsalam,5,0.6107783000916243,0.002944060089066625,0.7158008658008658,0.7063201177907061,0.6464216321243523,"{'C': 85.67920399582866, 'degree': 5, 'a': -1, 'q': 0.55}",47,10,10
glass,custom_alsalam,6,0.6290934002026916,0.004294340079650283,0.743073593073593,0.7300413928299819,0.6121653713298791,"{'C': 35.71784231100412, 'degree': 1, 'a': -1, 'q': 0.15000000000000002}",48,10,10
glass,custom_alsalam,7,0.5880950000137091,0.0034197701141238214,0.7329004329004329,0.7182673108390811,0.6126889032815198,"{'C': 89.62311386559638, 'degree': 5, 'a': -1, 'q': 0.5}",49,10,10
glass,custom_alsalam,8,0.5728160999715328,0.003342649945989251,0.7435064935064934,0.7383235177944881,0.6204879101899827,"{'C': 67.45763200916058, 'degree': 3, 'a': -1, 'q': 0.51}",50,10,10
glass,custom_alsalam,9,0.5790369999594986,0.0032946199644356966,0.7242424242424242,0.708731875034396,0.6131854490500863,"{'C': 67.57346581893972, 'degree': 1, 'a': -1, 'q': 0.34}",51,10,10
SPECTF,linear,0,0.7490241997875273,0.005798999965190887,0.7943019943019942,0.7941766036376926,0.3283437067773168,{'C': 73.1996621871987},42,10,10
SPECTF,linear,1,0.6504823002032936,0.0014794200658798217,0.8126780626780628,0.8058792630134095,0.40783022130013824,{'C': 2.9023534286116157},43,10,10
SPECTF,linear,2,0.7488724002614617,0.0024991599842906,0.7972934472934472,0.7933348301652015,0.36581431535269715,{'C': 10.480505640882603},44,10,10
SPECTF,linear,3,0.6614065002650023,0.0017397399060428143,0.8015669515669515,0.7838027380258903,0.39034578146611343,{'C': 4.853151568643681},45,10,10
SPECTF,linear,4,0.7456527003087103,0.001779480092227459,0.8122507122507123,0.805395459060346,0.387448132780083,{'C': 4.287501969778039},46,10,10
SPECTF,linear,5,0.7567996997386217,0.0028246499598026274,0.8014245014245015,0.791232806203803,0.3682762793914246,{'C': 11.349733700893058},47,10,10
SPECTF,linear,6,0.6952658002264798,0.0012596999295055866,0.7874643874643874,0.7765699896373655,0.41821058091286306,{'C': 1.7500096028443315},48,10,10
SPECTF,linear,7,0.7816968997940421,0.005515489960089326,0.782905982905983,0.7846958200791423,0.3354097510373444,{'C': 54.697041058422926},49,10,10
SPECTF,linear,8,0.7561986004002392,0.004086749954149127,0.79002849002849,0.7868301780663914,0.3445764177040111,{'C': 25.548136901797378},50,10,10
SPECTF,linear,9,0.6930018998682499,0.0016297800466418266,0.8166666666666667,0.8080141960536599,0.38909232365145224,{'C': 4.472173508112401},51,10,10
SPECTF,poly,0,0.45152049977332354,0.0012353300582617522,0.808974358974359,0.7983845019699107,0.4269605809128631,"{'C': 59.86624976121946, 'degree': 1, 'gamma': 0.6371656669645575}",42,10,10
SPECTF,poly,1,0.5128777995705605,0.0027886100579053164,0.808974358974359,0.8004359409034206,0.41740836791147995,"{'C': 22.103678559441246, 'degree': 3, 'gamma': 1.2750718767131752}",43,10,10
SPECTF,poly,2,0.5064039998687804,0.0016059800516813993,0.8195156695156696,0.814820913367425,0.4011791147994467,"{'C': 64.64140982977695, 'degree': 2, 'gamma': 2.553002555011625}",44,10,10
SPECTF,poly,3,0.5225910996086895,0.002490910002961755,0.8088319088319087,0.7902857851990495,0.43363070539419085,"{'C': 7.729879318351191, 'degree': 3, 'gamma': 1.899469254494512}",45,10,10
SPECTF,poly,4,0.4818199002183974,0.0012872000224888325,0.8239316239316239,0.810846729879916,0.418646265560166,"{'C': 30.75461872064403, 'degree': 2, 'gamma': 1.984005958930137}",46,10,10
SPECTF,poly,5,0.5097230998799205,0.003691620100289583,0.8280626780626781,0.8233297224776395,0.41072268326417705,"{'C': 35.14742912146425, 'degree': 5, 'gamma': 3.201549584739277}",47,10,10
SPECTF,poly,6,0.5019828001968563,0.0010267001111060382,0.7941595441595442,0.7031421452014157,0.44401970954356845,"{'C': 3.711994388168878, 'degree': 1, 'gamma': 0.8660498050857349}",48,10,10
SPECTF,poly,7,0.5332217002287507,0.0012545700650662185,0.8015669515669515,0.7969863804255939,0.4190542876901798,"{'C': 30.0971446211356, 'degree': 2, 'gamma': 3.706491553751403}",49,10,10
SPECTF,poly,8,0.4781629997305572,0.0014982599765062331,0.8125356125356126,0.8073315031226473,0.3995107192254495,"{'C': 55.99615041510878, 'degree': 2, 'gamma': 3.554547024509242}",50,10,10
SPECTF,poly,9,0.42972590029239655,0.0011582800652831793,0.8126780626780628,0.7997813006003096,0.43112378976486865,"{'C': 44.54160488284843, 'degree': 1, 'gamma': 3.0223873424901875}",51,10,10
SPECTF,rbf,0,0.4287526002153754,0.001945040049031377,0.7941595441595442,0.7031421452014157,1.0,"{'C': 37.454637344617396, 'gamma': 3.80362731460201}",42,10,10
SPECTF,rbf,1,0.41878770012408495,0.0019110399764031172,0.798148148148148,0.7718849718797494,0.897213001383126,"{'C': 13.33996302763464, 'gamma': 0.9742242670494365}",43,10,10
SPECTF,rbf,2,0.42147659976035357,0.001926730014383793,0.7941595441595442,0.7031421452014157,1.0,"{'C': 21.79066903578307, 'gamma': 3.8305527751924835}",44,10,10
SPECTF,rbf,3,0.4545398000627756,0.0018291600048542024,0.79002849002849,0.7282005804448648,1.0,"{'C': 98.90116233604654, 'gamma': 2.205217271021953}",45,10,10
SPECTF,rbf,4,0.41685769986361265,0.0019181500189006328,0.7941595441595442,0.7031421452014157,1.0,"{'C': 31.308380486232352, 'gamma': 3.749930096242834}",46,10,10
SPECTF,rbf,5,0.43666840018704534,0.001969669805839658,0.7943019943019942,0.7797001710372159,0.443594398340249,"{'C': 25.599987137364938, 'gamma': 0.11129523917292246}",47,10,10
SPECTF,rbf,6,0.41368080023676157,0.0019500399939715862,0.7941595441595442,0.7031421452014157,1.0,"{'C': 1.7500096028443315, 'gamma': 3.567987236421342}",48,10,10
SPECTF,rbf,7,0.4194470997899771,0.0020867600105702877,0.7910256410256411,0.7842964962042293,0.48274031811894885,"{'C': 96.21679197288353, 'gamma': 0.2503777431897933}",49,10,10
SPECTF,rbf,8,0.45094949984923005,0.001817449927330017,0.8054131054131053,0.7765013345455838,0.9629668049792531,"{'C': 76.05390826420042, 'gamma': 1.25081849866812}",50,10,10
SPECTF,rbf,9,0.43094620015472174,0.00195681001059711,0.7941595441595442,0.7031421452014157,1.0,"{'C': 28.42201566103021, 'gamma': 3.7981428233711143}",51,10,10
