dataset,kernel,svm.C,svm.poly.degree,svm.poly.gamma,svm.custom_hermite.degree,svm.custom_gegen.degree,svm.custom_gegen.alpha,accuracy,accuracy_std,train_accuracy,train_accuracy_std,f1_score,f1_score_std,train_f1_score,train_f1_score_std,precision,precision_std,train_precision,train_precision_std,recall,recall_std,train_recall,train_recall_std,support_vector_acc,support_vector_std,train_time,run_id
australian,GEGEN,1,,,,2.0,0.1,85.3623188405797,4.648989835462445,85.74879227053141,0.4453886211252586,85.3681565796645,4.6575259106306826,85.7836888098605,0.4465928286120671,86.68352456572714,4.090196907269491,86.88755670328912,0.3769012615946584,85.3623188405797,4.648989835462445,85.74879227053141,0.4453886211252586,37.35909822866345,1.02352647871631,4.508795799920335,1
australian,AL-SALAM,1,,,,,,75.07246376811594,5.0537958765688975,99.80676328502416,0.1403832187935811,74.86906017900307,5.062272012604342,99.80671574183582,0.1404202558997952,75.15481538972327,5.184000668136949,99.80740203478112,0.1400256727017556,75.07246376811594,5.0537958765688975,99.80676328502416,0.1403832187935811,37.56843800322061,1.3721658868130555,6.740530999843031,1
german,LINEAR,1,,,,,,76.6,5.063595560468865,78.56666666666666,0.8365862437369367,75.61389838057416,4.99636315230896,77.6504794942523,0.8732842530111334,75.75134845400797,5.286864763922127,77.66949861271787,0.9333173570880516,76.6,5.063595560468865,78.56666666666666,0.8365862437369367,53.37777777777778,0.8376923033320319,0.3552052001468837,1
german,POLY,1,2.0,"['scale', 'auto']",,,,77.2,3.370459909270544,84.75555555555555,0.3250830852961736,75.65115705764399,4.201167530413741,84.01365406886748,0.4387425808163184,75.95339693299904,4.095923626047699,84.61945558960554,0.2739616724876346,77.2,3.370459909270544,84.75555555555555,0.3250830852961736,56.4,0.9245619583428756,0.9191473999526352,1
german,RBF,1,,,,,,75.6,4.103656905736639,80.92222222222223,0.6305983832738974,73.24905622329096,4.590949533647281,79.38041086241056,0.8096982581118265,74.2418199603798,5.245793214935967,80.72701476166128,0.6593762585627068,75.6,4.103656905736639,80.92222222222223,0.6305983832738974,59.91111111111111,0.6953105709849767,0.5109629000071436,1
german,HERMITE,1,,,3.0,,,70.0,0.0,70.0,0.0,57.647058823529406,0.0,57.647058823529406,0.0,49.00000000000001,5.551115123125783e-15,49.00000000000001,5.551115123125783e-15,70.0,0.0,70.0,0.0,65.31111111111112,0.4760952285695242,6.354350100038573,1
german,GEGEN,1,,,,2.0,0.1,75.49999999999999,2.801785145224382,85.67777777777778,0.4980207740225557,73.66546745766236,3.258700969626252,84.88098102531238,0.6161508182773027,74.07972319616236,3.2629879535453967,85.81378510923582,0.4503232463231433,75.49999999999999,2.801785145224382,85.67777777777778,0.4980207740225557,59.73333333333333,0.8198162998087429,14.931270299945028,1
german,AL-SALAM,1,,,,,,71.1,2.256102834535695,100.0,0.0,64.92599818445714,2.7084839727414773,100.0,0.0,67.84508235510455,4.7463429715263805,100.0,0.0,71.1,2.256102834535695,100.0,0.0,92.16666666666669,0.5357583756107206,13.710116300033404,1
heart,LINEAR,1,,,,,,83.33333333333334,5.037581669902015,85.39094650205762,0.5597312966557769,83.13424865953849,5.255833583003378,85.3554648470434,0.5678725917525745,84.09608660937351,4.99811737588252,85.38984050148265,0.5604997594971431,83.33333333333334,5.037581669902015,85.39094650205762,0.5597312966557769,37.57201646090535,1.2075226955655305,0.1193564999848604,1
heart,POLY,1,2.0,"['scale', 'auto']",,,,82.5925925925926,4.074074074074073,88.93004115226336,0.6227467469309302,82.44297026998423,4.197524658986107,88.8939718232159,0.6259753457953104,83.27251729560811,3.910824486171544,88.96475352068445,0.6288157981255619,82.5925925925926,4.074074074074073,88.93004115226336,0.6227467469309302,43.20987654320989,1.2617045034366987,0.1583108000922948,1
heart,RBF,1,,,,,,82.96296296296296,5.289946984105815,86.70781893004117,0.5834340279324226,82.73782688208222,5.505284947741927,86.63620970088131,0.5988039162526664,83.64153099795514,4.983341223238772,86.8039802682982,0.5601946278972286,82.96296296296296,5.289946984105815,86.70781893004117,0.5834340279324226,49.25925925925925,1.0255091188787755,0.1303317998535931,1
heart,HERMITE,1,,,3.0,,,61.11111111111111,4.140866624999611,61.6872427983539,1.1411872118404969,51.09268637509972,6.862642184663489,52.302868646652335,2.315412355499934,70.54721499649035,15.129233480954902,76.02448178339323,1.022227164016665,61.11111111111111,4.140866624999611,61.6872427983539,1.1411872118404969,90.12345679012346,0.4508004588519841,0.1850565997883677,1
heart,GEGEN,1,,,,2.0,0.1,82.96296296296296,3.3945005147821035,87.07818930041154,0.7175142293894128,82.6947234170187,3.5670101613583536,87.01622293182297,0.7271143288156576,83.86572836921134,3.3024463561087707,87.15092546472125,0.715613296430955,82.96296296296296,3.3945005147821035,87.07818930041154,0.7175142293894128,50.205761316872426,1.0887865477632048,0.2686065000016242,1
heart,AL-SALAM,1,,,,,,71.4814814814815,7.229341220719678,100.0,0.0,71.02570773010505,7.325469496234523,100.0,0.0,71.93118708585683,7.274916957400618,100.0,0.0,71.4814814814815,7.229341220719678,100.0,0.0,71.06995884773661,2.224126603600272,5.095814200118184,1
fourclass,LINEAR,1,,,,,,76.92194600374232,2.535598697034476,77.0173428666445,0.3649941860931061,75.81302673632308,2.6261428891778555,76.06389192238152,0.3637569439609341,77.06716845522648,3.234153160136901,76.65018346580116,0.4200278943032416,76.92194600374232,2.535598697034476,77.0173428666445,0.3649941860931061,53.20946125706685,0.7215894954752652,0.2225606001447886,1
fourclass,POLY,1,2.0,"['scale', 'auto']",,,,80.39828922747928,3.7622298228764,80.48475224476222,0.4201491454727768,78.74656754347873,4.351032738948221,78.97480646775563,0.4896876908842261,81.9882116378014,4.274446142509418,81.89572153105378,0.4510321933300736,80.39828922747928,3.7622298228764,80.48475224476222,0.4201491454727768,45.73335550382441,0.6355868589923884,0.6695178998634219,1
fourclass,RBF,1,,,,,,80.39695268644748,3.436174212648084,80.51055869637513,0.4291536023676587,78.81509452707276,3.8379735829987065,79.00705263885412,0.4861123792486762,81.95811396499012,4.087086242845828,81.91698869352344,0.491114612845506,80.39695268644748,3.436174212648084,80.51055869637513,0.4291536023676587,47.782823412038574,0.669444332006157,0.3895669998601079,1
fourclass,HERMITE,1,,,3.0,,,79.82090350173749,3.2408780301189504,79.99482873295645,0.3821424237037358,78.5515549467957,3.450033506565523,78.76105441192693,0.3886266427620756,80.64445281861575,4.111021470780124,80.59431215417185,0.5175091745173047,79.82090350173749,3.2408780301189504,79.99482873295645,0.3821424237037358,53.90548719654139,0.7167871961775207,0.6120452999603003,1
fourclass,GEGEN,1,,,,2.0,0.1,77.26543704891739,2.346708776441693,77.2493016295311,0.3828370301382246,74.8530157740774,2.908455340599528,74.8839011605063,0.449283884844716,79.33259109766763,3.4239442481102675,79.06820050459353,0.539868151348471,77.26543704891739,2.346708776441693,77.2493016295311,0.3828370301382246,60.64699035583639,1.4462937747069926,0.6985925999470055,1
fourclass,AL-SALAM,1,,,,,,85.26463512429831,2.764329079200057,86.13014632524111,1.1682253071440076,84.92532669425523,2.834015360012341,85.81500359545352,1.2981812190176596,85.60280649391655,3.0313471220119736,86.1627078844242,1.0800662449119265,85.26463512429831,2.764329079200057,86.13014632524111,1.1682253071440076,42.51092450947788,0.5527341835517109,1.3718514998909086,1
haberman,LINEAR,10,,,,,,73.5268817204301,0.9445243550966772,73.52938076416336,0.1064095439221451,62.31313020966095,1.25539749377742,62.31306269613288,0.1422234000076702,54.07094461787489,1.3727868758549355,54.06581158552356,0.1566916477610108,73.5268817204301,0.9445243550966772,73.52938076416336,0.1064095439221451,54.97496706192359,0.412284522296378,0.1171663000714033,2
haberman,POLY,10,2.0,"['scale', 'auto']",,,,73.5268817204301,0.9445243550966772,73.52938076416336,0.1064095439221451,62.31313020966095,1.25539749377742,62.31306269613288,0.1422234000076702,54.07094461787489,1.3727868758549355,54.06581158552356,0.1566916477610108,73.5268817204301,0.9445243550966772,73.52938076416336,0.1064095439221451,65.72252964426877,1.9209821598304693,0.1804941999725997,2
haberman,RBF,10,,,,,,73.5268817204301,0.9445243550966772,73.52938076416336,0.1064095439221451,62.31313020966095,1.25539749377742,62.31306269613288,0.1422234000076702,54.07094461787489,1.3727868758549355,54.06581158552356,0.1566916477610108,73.5268817204301,0.9445243550966772,73.52938076416336,0.1064095439221451,63.9433465085639,2.107580319463006,0.207472100155428,2
haberman,HERMITE,10,,,3.0,,,73.5268817204301,0.9445243550966772,73.52938076416336,0.1064095439221451,62.31313020966095,1.25539749377742,62.31306269613288,0.1422234000076702,54.07094461787489,1.3727868758549355,54.06581158552356,0.1566916477610108,73.5268817204301,0.9445243550966772,73.52938076416336,0.1064095439221451,69.42450592885375,1.948238927697272,0.1533894999884069,2
haberman,GEGEN,10,,,,2.0,0.1,73.5268817204301,0.9445243550966772,73.52938076416336,0.1064095439221451,62.31313020966095,1.25539749377742,62.31306269613288,0.1422234000076702,54.07094461787489,1.3727868758549355,54.06581158552356,0.1566916477610108,73.5268817204301,0.9445243550966772,73.52938076416336,0.1064095439221451,63.83306982872201,1.9049630311299908,0.1362791999708861,2
haberman,AL-SALAM,10,,,,,,73.5268817204301,0.9445243550966772,73.8562582345191,0.1470587696154137,62.31313020966095,1.25539749377742,63.13887082871376,0.3379704754811425,54.07094461787489,1.3727868758549355,77.19682918958513,8.130842842640677,73.5268817204301,0.9445243550966772,73.8562582345191,0.1470587696154137,60.92779973649539,1.9279075701123936,1.0892477999441326,2
ionosphere,LINEAR,10,,,,,,87.73015873015873,6.017548035017375,94.80821780188867,0.8650125588611665,87.21851058118679,6.522654667738559,94.76503739393245,0.8865535971381823,88.60334281909994,5.852857359977392,94.85011637982426,0.8368260811078089,87.73015873015873,6.017548035017375,94.80821780188867,0.8650125588611665,22.25437010247137,1.639439395973576,0.1847179001197219,2
ionosphere,POLY,10,2.0,"['scale', 'auto']",,,,90.30952380952382,4.648714254252145,97.87914406268838,0.4254376977388864,89.93980164498731,4.936871148453751,97.87129300341527,0.4281423765011912,91.02605351170573,4.413257073077818,97.89165954252474,0.42243355228629,90.30952380952382,4.648714254252145,97.87914406268838,0.4254376977388864,26.273960216998194,1.4606099606168848,0.2242884000297635,2
ionosphere,RBF,10,,,,,,94.86507936507935,4.919361074233606,97.68906972071532,0.4916395245625209,94.7674981078126,5.030366741458925,97.68169228608792,0.4933919382231965,95.05944166541994,4.76818325182175,97.6986716787523,0.4960676653148028,94.86507936507935,4.919361074233606,97.68906972071532,0.4916395245625209,25.32439220413904,1.2876092708096616,0.1608799998648464,2
ionosphere,HERMITE,10,,,3.0,,,75.49206349206348,6.559685850560978,79.67701426562186,0.6635652691513381,75.62801439122995,6.916939393822694,80.01873124154145,0.6689951595880482,83.71051288670705,3.633059545959272,86.62631800862742,0.2904151156298639,75.49206349206348,6.559685850560978,79.67701426562186,0.6635652691513381,61.19017480409887,1.389703958919422,0.6684151999652386,2
ionosphere,GEGEN,10,,,,2.0,0.1,94.87301587301587,3.9980153806766414,98.2271448663854,0.3532794755787464,94.77369737972651,4.08357621515857,98.22209007618446,0.354522290986131,95.0906581341364,3.899413700978992,98.235615783412,0.3554512930439708,94.87301587301587,3.9980153806766414,98.2271448663854,0.3532794755787464,19.025115531444644,1.0365183612486883,1.33563069999218,2
ionosphere,AL-SALAM,10,,,,,,90.04761904761904,5.692219298675841,100.0,0.0,90.15566871440876,5.601279762047003,100.0,0.0,91.42627150394492,4.7863320995738725,100.0,0.0,90.04761904761904,5.692219298675841,100.0,0.0,49.4769941731967,1.0934693186834783,12.854077500058338,2
breast,LINEAR,10,,,,,,96.4919011082694,2.079730195268876,97.2345012049469,0.2714578219893014,96.49276618052174,2.0804444420659296,97.23838539024946,0.2699526897279287,96.58989699669098,2.054067643786404,97.24772459901008,0.2662134781703041,96.4919011082694,2.079730195268876,97.2345012049469,0.2714578219893014,7.352850824925187,0.629695171157902,0.1670802999287843,2
breast,POLY,10,2.0,"['scale', 'auto']",,,,95.91219096334186,2.655327384806142,98.08047986017316,0.3313239768451885,95.91793492772774,2.661030759970663,98.0851601242829,0.3300053065749841,95.97527502507914,2.640408063758392,98.10518234272992,0.3239350130209955,95.91219096334186,2.655327384806142,98.08047986017316,0.3313239768451885,8.719419506898651,0.7104336661982122,0.4420901001431048,2
breast,RBF,10,,,,,,96.49829497016196,2.8407597316943707,98.03164640766929,0.3035085235304611,96.50353799612488,2.844645502551356,98.03649365934996,0.3024752273018451,96.59714331824637,2.830223644510977,98.05674347560404,0.3007695907238649,96.49829497016196,2.8407597316943707,98.03164640766929,0.3035085235304611,9.321072005508327,0.7878184929111497,0.2499585999175906,2
breast,HERMITE,10,,,3.0,,,96.64109121909634,2.3446911409531648,97.70625777919018,0.3444256790003898,96.6567950137756,2.337364739405686,97.71515633711806,0.3423447172950842,96.77225376578258,2.314239821338911,97.75637835378,0.3350153725124136,96.64109121909634,2.3446911409531648,97.70625777919018,0.3444256790003898,9.516591191970551,0.5059157193809528,1.0563910999335349,2
breast,GEGEN,10,,,,2.0,0.1,97.22506393861892,2.296511265131206,97.62493048383254,0.3182369572682777,97.23842075938394,2.278447819144404,97.62924591271126,0.3170919721240698,97.3249319042052,2.2144849013807484,97.6403957260089,0.3140926256383102,97.22506393861892,2.296511265131206,97.62493048383254,0.3182369572682777,8.800614390508727,0.6828698304819247,2.1614451999776065,2
breast,AL-SALAM,10,,,,,,92.68542199488492,3.395800858326159,100.0,0.0,92.55585087017042,3.518398300566757,100.0,0.0,92.96723835538576,3.3191026988725643,100.0,0.0,92.68542199488492,3.395800858326159,100.0,0.0,17.357564683138687,0.9168512848660224,3.929905900033191,2
australian,LINEAR,10,,,,,,85.50724637681158,4.762804847871008,85.65217391304347,0.5165544261624928,85.5143723606629,4.772133805991103,85.68661518763614,0.5176080706332389,86.8348171626719,4.178139533141715,86.81545864226186,0.4365749300532398,85.50724637681158,4.762804847871008,85.65217391304347,0.5165544261624928,31.3365539452496,2.9334099933618547,0.5635368002112955,2
australian,POLY,10,2.0,"['scale', 'auto']",,,,85.21739130434783,3.8779965681912034,90.69243156199678,0.4711349062263368,85.221087492353,3.853482614325797,90.697221370911,0.4701891943277106,85.47570537685957,3.684869960177892,90.73063455057928,0.4706053697595162,85.21739130434783,3.8779965681912034,90.69243156199678,0.4711349062263368,32.544283413848625,0.9065035713389736,0.5017186999320984,2
australian,RBF,10,,,,,,85.5072463768116,3.779247771131971,89.58132045088567,0.5626861581209734,85.50054816237093,3.758058675984096,89.59652953140089,0.5577355454306824,85.96264636120725,3.564237371463298,89.70065512629574,0.5338626226161073,85.5072463768116,3.779247771131971,89.58132045088567,0.5626861581209734,33.864734299516904,0.80852754979924,0.3135493998415768,2
australian,HERMITE,10,,,3.0,,,85.79710144927537,4.0372139933867,87.69726247987117,0.691494703819127,85.80747107163775,4.008524394325111,87.71303339532356,0.707481493226303,86.10160930707968,3.727176311919512,87.85849738857046,0.737250421723773,85.79710144927537,4.0372139933867,87.69726247987117,0.691494703819127,45.6682769726248,1.761353805330153,1.5992618999443948,2
australian,GEGEN,10,,,,2.0,0.1,86.23188405797102,4.684994166737569,88.56682769726248,0.5670472419213839,86.23888826706481,4.68887929025961,88.60033781362102,0.565106280502085,87.02798768435436,4.011556862872907,89.0212770286962,0.5691219235482929,86.23188405797102,4.684994166737569,88.56682769726248,0.5670472419213839,33.848631239935585,0.984264527532118,4.491837499896064,2
australian,AL-SALAM,10,,,,,,75.65217391304347,5.0537958765688975,100.0,0.0,75.41442785996735,5.027604069419191,100.0,0.0,75.82957187020523,5.258981226724678,100.0,0.0,75.65217391304347,5.0537958765688975,100.0,0.0,36.74718196457327,2.0238669685494326,6.818082100013271,2
german,LINEAR,10,,,,,,76.2,5.344155686354953,78.56666666666665,0.8276845585094981,75.19508741660479,5.291489929095297,77.6756831778859,0.861589410073995,75.32207965785672,5.607789478400385,77.67483038576877,0.9185795375732088,76.2,5.344155686354953,78.56666666666665,0.8276845585094981,53.1,0.7941918790448201,1.025390700204298,2
german,POLY,10,2.0,"['scale', 'auto']",,,,73.4,2.9393876913398165,90.58888888888887,0.4582575694955837,72.69544792082246,3.327626685075433,90.36964812543772,0.4828211045307278,72.44879836787638,3.4300504659992472,90.55860465838906,0.4645585554252039,73.4,2.9393876913398165,90.58888888888887,0.4582575694955837,52.67777777777777,1.0103782447830452,1.064069699961692,2
german,RBF,10,,,,,,76.0,3.1937438845342654,89.23333333333335,0.6410831883000739,75.02286767134947,3.9798711184312303,88.94196435492357,0.684944310432839,74.90633758275985,3.9186798730440224,89.16767940329387,0.6500336955715541,76.0,3.1937438845342654,89.23333333333335,0.6410831883000739,56.277777777777786,1.2524050936172828,0.5395659999921918,2
german,HERMITE,10,,,3.0,,,69.80000000000001,0.4000000000000003,70.24444444444444,0.2266230894930122,57.549599721545405,0.1949182039679753,58.25059739965077,0.5647949940185635,48.95757575757577,0.0848484848484831,75.04337035949622,8.979033568700237,69.80000000000001,0.4000000000000003,70.24444444444444,0.2266230894930122,66.73333333333333,0.5691665988829173,6.184761699987575,2
german,GEGEN,10,,,,2.0,0.1,73.3,3.4655446902326927,93.05555555555556,0.4135065347984085,72.88511045153132,3.332297316113364,92.90490876130669,0.4098575459019485,72.7459460650553,3.419388280718515,93.13220304820456,0.4725809196054454,73.3,3.4655446902326927,93.05555555555556,0.4135065347984085,55.87777777777777,0.8769334898833617,15.115856899879873,2
german,AL-SALAM,10,,,,,,71.1,2.256102834535695,100.0,0.0,64.92599818445714,2.7084839727414773,100.0,0.0,67.84508235510455,4.7463429715263805,100.0,0.0,71.1,2.256102834535695,100.0,0.0,92.16666666666669,0.5357583756107206,13.61184799997136,2
heart,LINEAR,10,,,,,,82.5925925925926,5.505951387895743,85.51440329218106,0.8978363880358611,82.39061484237524,5.720875919945475,85.47176078500536,0.8976439179392374,83.27920781107055,5.590219325882047,85.52080130662955,0.9054288843967078,82.5925925925926,5.505951387895743,85.51440329218106,0.8978363880358611,36.04938271604938,1.1812921888401091,0.1519810000900179,2
heart,POLY,10,2.0,"['scale', 'auto']",,,,81.11111111111111,4.520946524345817,95.06172839506172,0.7361540666665959,81.01884095598247,4.547190136398152,95.04334846640587,0.743072032606431,81.69837587974843,4.020673419518792,95.16227703259486,0.7005530594056222,81.11111111111111,4.520946524345817,95.06172839506172,0.7361540666665959,40.5761316872428,2.179127949773452,0.1611017000395804,2
heart,RBF,10,,,,,,81.11111111111111,5.091750772173157,93.04526748971192,0.5349794238683103,81.05505053184721,5.096983743239498,93.01946192817894,0.5366818419996783,81.43213377036906,5.134990247020042,93.1391859379228,0.5447413434852529,81.11111111111111,5.091750772173157,93.04526748971192,0.5349794238683103,43.45679012345679,1.6170273830772444,0.1325666999910026,2
heart,HERMITE,10,,,3.0,,,77.4074074074074,6.296296296296296,82.46913580246915,2.232865838065932,77.08521439990584,6.805180650444336,82.48030872360422,2.240259482042154,80.00210764181354,4.757508049996594,83.68360739724731,1.499602745059807,77.4074074074074,6.296296296296296,82.46913580246915,2.232865838065932,69.4650205761317,1.037820593655841,0.1847862000577151,2
