dataset,repeat,fold,kernel,n_samples_test,n_train,cka,cka_p,hsic,hsic_p,effective_rank,top1_ratio,cum_top3,cum_top5,kpca_top1,kpca_cum_top5,fisher_ratio_rkhs,dof_trace,svm_mean_margin,svm_std_margin,svm_sv_prop,svm_n_sv,knn_overlap_5,knn_overlap_10,best_params
hepatitis,0,0,linear,40,40,0.2632018387634677,0.009900990099009901,0.254022969079339,0.009900990099009901,7.820431097492287,0.25980516621165267,0.5177311337244106,0.6886990642216969,0.25980516621165267,0.6886990642216969,1.1572515908961025,18.996235911048014,0.9968470301497984,0.04829242147490931,0.5,20.0,1.0,1.0,"{""C"": 0.007841840497753518}"
hepatitis,0,1,linear,40,40,0.1798888517643488,0.009900990099009901,0.20595025529115052,0.0297029702970297,8.342385598431951,0.22691137824073307,0.5111340624662453,0.6927510036410242,0.22691137824073307,0.6927510036410242,1.0726487868723158,18.99602973725996,2.861577700135011,2.1385570615126133,0.3,12.0,1.0,1.0,"{""C"": 56.68282909927099}"
hepatitis,1,0,linear,40,40,0.22933412476061274,0.009900990099009901,0.23993877860940818,0.009900990099009901,7.019716720615428,0.2980513877163899,0.53541455903377,0.7025634105378781,0.2980513877163899,0.7025634105378781,1.1290667582775145,18.995340256246685,0.984264384788716,0.1714836860220146,0.45,18.0,1.0,1.0,"{""C"": 0.018384161706270656}"
hepatitis,1,1,linear,40,40,0.21733544919220243,0.009900990099009901,0.23063762675143795,0.009900990099009901,9.06755119152035,0.20997425037237216,0.47247667425222056,0.6532778561745106,0.20997425037237216,0.6532778561745106,1.0859055823885753,18.99626359169251,1.0221515356352646,0.06639013588727685,0.375,15.0,1.0,1.0,"{""C"": 0.012904161164453755}"
hepatitis,2,0,linear,40,40,0.19791038941833813,0.009900990099009901,0.19964842781971487,0.009900990099009901,7.591160718289797,0.27223008005025273,0.5195496898407832,0.690559978052472,0.27223008005025273,0.690559978052472,1.1284746470638902,18.995053504839927,1.0175209889617285,0.3514910441960253,0.45,18.0,1.0,1.0,"{""C"": 0.027049222602590513}"
hepatitis,2,1,linear,40,40,0.2810645615539448,0.009900990099009901,0.3098659545990152,0.009900990099009901,8.246085074232495,0.22343737076740752,0.51671006717358,0.6933880926180753,0.22343737076740752,0.6933880926180753,1.1114579720329634,18.99655007928331,1.4342817157641108,0.9333309261199118,0.375,15.0,1.0,1.0,"{""C"": 0.2922955558091749}"
hepatitis,3,0,linear,40,40,0.13066094038422288,0.039603960396039604,0.12882719546008325,0.04950495049504951,7.922793912033782,0.24280704989022822,0.5231482183579889,0.6823635579722387,0.24280704989022822,0.6823635579722387,1.076233641665291,18.995231936308887,2.2954099571287214,1.8191873101015201,0.325,13.0,1.0,1.0,"{""C"": 10.171559512625224}"
hepatitis,3,1,linear,40,40,0.3310018295374863,0.009900990099009901,0.3839320100745728,0.009900990099009901,7.68304849735911,0.26367915443713513,0.5317298681633575,0.6955843902921272,0.26367915443713513,0.6955843902921272,1.15130466681466,18.996712519071533,1.0185824172961262,0.04440289935056783,0.5,20.0,1.0,1.0,"{""C"": 0.01663094818013619}"
hepatitis,4,0,linear,40,40,0.2291237543075718,0.009900990099009901,0.22646575825523546,0.009900990099009901,7.773975637015295,0.24250554423610768,0.540868835789561,0.7122097960780003,0.24250554423610768,0.7122097960780003,1.1273923053112285,18.995508794146946,2.764799008227025,2.250621376107553,0.25,10.0,1.0,1.0,"{""C"": 2.0942336644227417}"
hepatitis,4,1,linear,40,40,0.25054377010810147,0.009900990099009901,0.2782391241067717,0.009900990099009901,8.40929302141153,0.2443614781447525,0.4900719082625699,0.6620588528237882,0.2443614781447525,0.6620588528237882,1.1027647961095866,18.996740130726206,1.0051270210410934,0.043393866678434374,0.4,16.0,1.0,1.0,"{""C"": 0.0070053839160269665}"
