dataset,repeat,fold,kernel,n_samples_test,n_train,cka,cka_p,hsic,hsic_p,effective_rank,top1_ratio,cum_top3,cum_top5,kpca_top1,kpca_cum_top5,fisher_ratio_rkhs,dof_trace,svm_mean_margin,svm_std_margin,svm_sv_prop,svm_n_sv,knn_overlap_5,knn_overlap_10,best_params
vertebral,0,0,custom_hermite,155,155,0.32605972689049023,0.009900990099009901,0.016420140435712927,0.009900990099009901,3.628903648447262,0.4713117286820114,0.7587816462667722,0.8675520686466168,0.4713117286820114,0.8675520686466168,1.1060115782622868,51.71129830179613,,,,,0.7883870967741935,0.8006451612903226,"{""C"": 22.910317793653757, ""degree"": 6}"
vertebral,0,1,custom_hermite,155,155,0.40133196886715844,0.009900990099009901,0.019959013862923546,0.009900990099009901,3.1039236581765515,0.5312843267424411,0.7690118735006414,0.8861579282234565,0.5312843267424411,0.8861579282234565,1.1705141830550976,45.79317892278008,,,,,0.8219354838709676,0.8051612903225808,"{""C"": 12.444993172907608, ""degree"": 6}"
vertebral,1,0,custom_hermite,155,155,0.3646514579569031,0.009900990099009901,0.008631481029187798,0.009900990099009901,2.2442471820985768,0.643262523390203,0.8665364862912666,0.9563421881476597,0.643262523390203,0.9563421881476597,1.193983401284874,24.437447645536174,,,,,0.7032258064516129,0.7245161290322579,"{""C"": 0.5173920648354712, ""degree"": 2}"
vertebral,1,1,custom_hermite,155,155,0.3631492662685228,0.009900990099009901,0.013326858081294319,0.009900990099009901,3.472274290707062,0.47508619396555823,0.7801830394159179,0.9061627635480329,0.47508619396555823,0.9061627635480329,1.1345341885893854,41.66591652453384,,,,,0.8025806451612902,0.7870967741935484,"{""C"": 43.25503192638992, ""degree"": 5}"
vertebral,2,0,custom_hermite,155,155,0.3549658580361302,0.009900990099009901,0.014404613844332653,0.009900990099009901,3.1001639559867398,0.519796866587351,0.8031312351877072,0.9201371330537514,0.519796866587351,0.9201371330537514,1.1409862756284823,40.208892800910206,,,,,0.7909677419354838,0.8083870967741936,"{""C"": 5.07806367820995, ""degree"": 5}"
vertebral,2,1,custom_hermite,155,155,0.37143025178743755,0.009900990099009901,0.017111405135941327,0.009900990099009901,3.636627013576487,0.47427255196231616,0.7432190490129302,0.8627787757631048,0.47427255196231616,0.8627787757631048,1.1289988487477762,49.645196649027795,,,,,0.7935483870967742,0.7987096774193548,"{""C"": 57.40608548524235, ""degree"": 6}"
vertebral,3,0,custom_hermite,155,155,0.33406524392282944,0.009900990099009901,0.00911241582834849,0.009900990099009901,2.983707990608019,0.5293744155020872,0.827881532412873,0.9369714823972556,0.5293744155020872,0.9369714823972556,1.133489899888766,31.775372886577898,,,,,0.7754838709677419,0.7825806451612903,"{""C"": 3.9798498783838516, ""degree"": 3}"
vertebral,3,1,custom_hermite,155,155,0.4016247625772737,0.009900990099009901,0.012763375522137767,0.009900990099009901,2.6038668673544425,0.5887044547954922,0.8214943780377855,0.9333461525317748,0.5887044547954922,0.9333461525317748,1.2071587968338091,32.5633366111762,,,,,0.76,0.7716129032258064,"{""C"": 88.79753313573141, ""degree"": 4}"
vertebral,4,0,custom_hermite,155,155,0.3904309686234977,0.009900990099009901,0.019636663392987877,0.009900990099009901,3.4821364392469403,0.48374927386113603,0.7632738991899713,0.8817310507294855,0.48374927386113603,0.8817310507294855,1.1543301056098558,48.86883875803018,,,,,0.816774193548387,0.8270967741935483,"{""C"": 31.232592253045492, ""degree"": 6}"
vertebral,4,1,custom_hermite,155,155,0.3342135044025441,0.009900990099009901,0.016600861612459324,0.009900990099009901,3.271545729353349,0.515211706217428,0.758368194175047,0.8683543197329678,0.515211706217428,0.8683543197329678,1.1167564155289977,48.83744813241111,,,,,0.7987096774193547,0.8051612903225808,"{""C"": 0.573187764432498, ""degree"": 6}"
