dataset,repeat,fold,kernel,n_samples_test,n_train,cka,cka_p,hsic,hsic_p,effective_rank,top1_ratio,cum_top3,cum_top5,kpca_top1,kpca_cum_top5,fisher_ratio_rkhs,dof_trace,svm_mean_margin,svm_std_margin,svm_sv_prop,svm_n_sv,knn_overlap_5,knn_overlap_10,best_params
student,0,0,custom_hermite,73,72,0.12624951046515562,0.07920792079207921,1.618436684453647e-08,0.04950495049504951,11.73649771689,0.22563114064927559,0.40739893327456633,0.5290694008266863,0.22563114064927559,0.5290694008266863,1.0413178731977315,0.09303989267613309,,,,,0.15342465753424656,0.16575342465753423,"{""C"": 0.05148628137750854, ""degree"": 2}"
student,0,1,custom_hermite,72,73,0.13484037265002516,0.1782178217821782,1.6247109615473974e-07,0.18811881188118812,14.215437888887816,0.19069762701159343,0.36645247226686406,0.486190890187724,0.19069762701159343,0.486190890187724,1.019202411913246,0.8870134559784281,,,,,0.08888888888888889,0.13055555555555554,"{""C"": 13.16889567726669, ""degree"": 4}"
student,1,0,custom_hermite,73,72,0.12109931156002433,0.19801980198019803,1.506565017014558e-08,0.19801980198019803,11.62255703888336,0.20296586336181138,0.4218217544194696,0.5719985249816747,0.20296586336181138,0.5719985249816747,1.069091949132829,0.09088238157017538,,,,,0.21643835616438356,0.236986301369863,"{""C"": 0.5113286592736057, ""degree"": 1}"
student,1,1,custom_hermite,72,73,0.170869856232576,0.25742574257425743,1.466269906287558e-07,0.31683168316831684,23.57782452722604,0.11025635318672569,0.2555790283739256,0.3529992313196717,0.11025635318672569,0.3529992313196717,0.9818484402835008,0.8314798705459693,,,,,0.09722222222222222,0.11249999999999999,"{""C"": 6.503291437186229, ""degree"": 5}"
student,2,0,custom_hermite,73,72,0.12626415814446407,0.10891089108910891,9.06355722060872e-08,0.18811881188118812,12.762667569941183,0.1861470968225714,0.4199039045365902,0.5481702524251103,0.1861470968225714,0.5481702524251103,1.0669360218919575,0.5172479052599355,,,,,0.09315068493150686,0.12328767123287673,"{""C"": 0.04428392537257515, ""degree"": 4}"
student,2,1,custom_hermite,72,73,0.12802260923859923,0.15841584158415842,7.961515004132216e-08,0.19801980198019803,12.830426592304784,0.21961418684699188,0.3854740526198131,0.4912991052266515,0.21961418684699188,0.4912991052266515,1.0053305369901193,0.44832220591855365,,,,,0.13055555555555554,0.14722222222222225,"{""C"": 1.476290836675262, ""degree"": 3}"
student,3,0,custom_hermite,73,72,0.14443664915673174,0.06930693069306931,2.7316205652723408e-08,0.06930693069306931,15.71914120718057,0.15686981236403316,0.3400444268413347,0.4705066728967092,0.15686981236403316,0.4705066728967092,1.0432483303785303,0.15878538809764595,,,,,0.18904109589041093,0.2095890410958904,"{""C"": 53.865943292432725, ""degree"": 2}"
student,3,1,custom_hermite,72,73,0.10912327427366342,0.37623762376237624,2.0466932257911512e-07,0.40594059405940597,9.688933498679317,0.2640448286423677,0.48012092700984715,0.5530598021906482,0.2640448286423677,0.5530598021906482,1.0091242760372299,1.0846667693951233,,,,,0.09722222222222222,0.11666666666666667,"{""C"": 69.03121933210446, ""degree"": 5}"
student,4,0,custom_hermite,73,72,0.14844180763066253,0.07920792079207921,1.0769179951325356e-08,0.0594059405940594,15.557142370871004,0.14737973190881723,0.3577352339482476,0.4818023681314201,0.14737973190881723,0.4818023681314201,1.085219888421352,0.06179782773814572,,,,,0.1917808219178082,0.19999999999999998,"{""C"": 0.05303104215236691, ""degree"": 1}"
student,4,1,custom_hermite,72,73,0.11280430600040073,0.7722772277227723,2.254773357968573e-07,0.7326732673267327,11.204158015793665,0.23048987441001978,0.4349584308594829,0.5437236763967607,0.23048987441001978,0.5437236763967607,0.9747427566090355,1.2421846939150698,,,,,0.08611111111111111,0.11944444444444444,"{""C"": 29.18422719086891, ""degree"": 5}"
