dataset,kernel,cka_median,cka_iqr,cka_p_median,cka_p_iqr,hsic_median,hsic_iqr,hsic_p_median,hsic_p_iqr,effective_rank_median,effective_rank_iqr,top1_ratio_median,top1_ratio_iqr,cum_top3_median,cum_top3_iqr,cum_top5_median,cum_top5_iqr,kpca_top1_median,kpca_top1_iqr,kpca_cum_top5_median,kpca_cum_top5_iqr,knn_overlap_5_median,knn_overlap_5_iqr,knn_overlap_10_median,knn_overlap_10_iqr,fisher_ratio_rkhs_median,fisher_ratio_rkhs_iqr,svm_mean_margin_median,svm_mean_margin_iqr,svm_std_margin_median,svm_std_margin_iqr,svm_sv_prop_median,svm_sv_prop_iqr,svm_n_sv_median,svm_n_sv_iqr,dof_trace_median,dof_trace_iqr
ecoli,custom_alsalam,0.6802379604430225,0.03981400931428103,0.009900990099009901,0.0,0.43461500402123776,0.4670360929426369,0.009900990099009901,0.0,6.217395995784533,1.9288488615513604,0.31530932224733565,0.06585671606713922,0.6076481357091233,0.09266893163632339,0.7351776906854425,0.10962388635243248,0.31530932224733565,0.06585671606713922,0.7351776906854425,0.10962388635243248,0.9154761904761904,0.0598214285714288,0.9086309523809524,0.05461309523809521,1.6099330194058123,0.17425583498692365,,,,,,,,,97.21850707489929,70.81579076402858
ecoli,custom_gegen,0.6397486700435715,0.050857906497635774,0.009900990099009901,0.0,0.053192348709398894,0.2873908786466617,0.009900990099009901,0.0,5.673290874583036,2.698245725955701,0.34072468270335604,0.10898621459849084,0.623132969715449,0.178036634433012,0.7479804469147426,0.17615388788090347,0.34072468270335604,0.10898621459849084,0.7479804469147426,0.17615388788090347,0.9071428571428571,0.05059523809523814,0.9157738095238095,0.05758928571428579,1.6706959560742711,0.26949432422695585,,,,,,,,,47.15947658750086,97.11489814733542
ecoli,custom_hermite,0.6416249838948389,0.019309982398216574,0.009900990099009901,0.0,0.008485312459252365,0.005020982730290926,0.009900990099009901,0.0,4.666237120804745,0.7759401068558347,0.3671228657614494,0.03752077133498111,0.7267085425746471,0.041152642101293324,0.8586117306086737,0.05599779618335132,0.3671228657614494,0.03752077133498111,0.8586117306086737,0.05599779618335132,0.831547619047619,0.023214285714285854,0.824702380952381,0.0235119047619049,1.6860738039859418,0.10479400619629886,,,,,,,,,38.2464390773073,28.97759209812849
ecoli,linear,0.6052612003789196,0.02945312202751138,0.009900990099009901,0.0,0.11512004612365598,0.0029913849931347686,0.009900990099009901,0.0,3.465393152415785,0.26478826165875,0.4414429535745529,0.022382788531680853,0.8183477470678822,0.029198969400098473,0.9749825840174233,0.010625304255147738,0.4414429535745529,0.022382788531680853,0.9749825840174233,0.010625304255147738,1.0,0.0,1.0,0.0,2.006246477382338,0.035503662232250655,,,,,,,,,6.49948235511471,0.999980189584802
ecoli,poly,0.6136314973820955,0.028357108592085956,0.009900990099009901,0.0,0.1427178665730453,0.10935706582373862,0.009900990099009901,0.0,4.055871908878917,0.49712562986749464,0.42642365142117394,0.037461358996102145,0.7405295792269615,0.03238309077602053,0.8848728667034653,0.03312490008475777,0.42642365142117394,0.037461358996102145,0.8848728667034653,0.03312490008475777,0.9446428571428571,0.027976190476190488,0.9369047619047619,0.028422619047619002,1.864372267899035,0.05602529405528678,,,,,,,,,53.240205325266416,15.698807153995503
ecoli,rbf,0.6597443955566553,0.03218262753395429,0.009900990099009901,0.0,0.047343436179496046,0.025238620947921092,0.009900990099009901,0.0,6.838667937955744,5.318082084205708,0.30876011899310946,0.15352272605882583,0.5793681263717056,0.24337660409646455,0.7119637999276782,0.275893403288341,0.30876011899310946,0.15352272605882583,0.7119637999276782,0.275893403288341,1.0,0.0,1.0,0.0,1.6291405460270387,0.40134199052098407,,,,,,,,,90.74429214669681,70.90866669727782
fertility,custom_alsalam,0.1292684914934119,0.05372753271075614,0.17326732673267325,0.25,4.012678008688304e-05,0.05333885867097642,0.11386138613861385,0.28712871287128716,13.894832410754669,31.100684252999127,0.19097951318326678,0.5485893745066591,0.3730634416288138,0.6618837477751001,0.5015604431830563,0.6605550366234398,0.19097951318326678,0.5485893745066591,0.5015604431830563,0.6605550366234398,0.36200000000000004,0.26,0.34400000000000003,0.15050000000000002,1.0863306871461262,0.2915509963882028,0.999981802123327,0.000608160858994955,0.0008526799492666289,0.36950044856211406,0.35,0.5900000000000001,17.5,29.5,28.89691711840127,49.707281740168035
fertility,custom_gegen,0.02902291458454157,0.07386109701204982,0.4603960396039604,0.21039603960396036,4.449695488878531e-28,0.008355220060687335,0.3910891089108911,0.20049504950495045,4.167071864142604,11.208124813479076,0.3869844732829654,0.4090947620539553,0.8262208572641663,0.5964421426124009,0.9338298070213951,0.44308038069759925,0.3869844732829654,0.4090947620539553,0.9338298070213951,0.44308038069759925,0.22199999999999998,0.14999999999999997,0.283,0.10050000000000006,0.683547981550525,0.4801404271974774,1.0,0.014024279691561947,0.0,0.3196727870301607,0.24,0.245,12.0,12.25,3.037412670864888e-20,46.23725745161132
fertility,custom_hermite,0.10851745416760625,0.04979911528144122,0.10891089108910891,0.2400990099009901,0.0001570915060600405,8.824691992214147e-05,0.08415841584158416,0.2524752475247525,13.650921795757966,3.5079975558609675,0.16032194863662796,0.01973073564938893,0.3765582023589836,0.06553525970736829,0.5290483651037747,0.08043336525583678,0.16032194863662796,0.01973073564938893,0.5290483651037747,0.08043336525583678,0.5940000000000001,0.07499999999999996,0.601,0.07999999999999985,1.1244052326277902,0.13068331278894973,0.9995329734141185,0.0006762062558449689,0.004471874711343554,0.02560539744544347,0.44999999999999996,0.07499999999999996,22.5,3.75,39.61464940033689,8.085084873613503
fertility,linear,0.04413584383228911,0.005818195916029008,0.5742574257425742,0.13118811881188114,0.018644795530065282,0.002983271295764988,0.5,0.1608910891089108,5.783556281393336,0.17930076599009226,0.2677217024911238,0.014907854781181007,0.637318072578374,0.011454796897368946,0.8531478549580505,0.004921534522867477,0.2677217024911238,0.014907854781181007,0.8531478549580505,0.004921534522867477,1.0,0.0,1.0,0.0,1.0137366805995858,0.030314980646345635,1.013830894352397,0.040128053191203605,0.017914997423394346,0.05455710153054776,0.36,0.08999999999999997,18.0,4.5,8.999324033651984,3.5426581041164695e-05
fertility,poly,0.0655173891895811,0.025197127625418606,0.4653465346534653,0.31930693069306926,0.029120082877234894,0.044294690339867826,0.43069306930693074,0.35148514851485146,10.847322499746802,7.07526843390722,0.20025366626480928,0.08143223451696571,0.4405255206387739,0.19829172605688933,0.5929799400644618,0.23568875667006028,0.20025366626480928,0.08143223451696571,0.5929799400644618,0.23568875667006028,0.8839999999999999,0.15799999999999992,0.839,0.23350000000000004,0.9847208230958241,0.037818042056669054,1.0154260280090397,0.05704987323832311,0.051903659183316825,0.24025314477411708,0.41000000000000003,0.08500000000000002,20.5,4.25,49.72479563471073,6.810009481692575
