dataset,repeat,fold,kernel,n_samples_test,n_train,cka,cka_p,hsic,hsic_p,effective_rank,top1_ratio,cum_top3,cum_top5,kpca_top1,kpca_cum_top5,fisher_ratio_rkhs,dof_trace,svm_mean_margin,svm_std_margin,svm_sv_prop,svm_n_sv,knn_overlap_5,knn_overlap_10,best_params
ionosphere,0,0,poly,176,175,0.2134120324418313,0.009900990099009901,0.11454952834621385,0.009900990099009901,15.601448945204766,0.19862759338501965,0.3401394287330092,0.4345159450142901,0.19862759338501965,0.4345159450142901,1.3235424144238759,152.22370539970763,2.5094659878827654,2.793614439765687,0.2857142857142857,50.0,0.8579545454545454,0.8715909090909091,"{""C"": 41.869439334881704, ""degree"": 5, ""gamma"": 2.5589229026616005}"
ionosphere,0,1,poly,175,176,0.12053419726227764,0.009900990099009901,0.02750802008115172,0.009900990099009901,10.365537591864058,0.26511350809141393,0.4201223664796539,0.5256397771535526,0.26511350809141393,0.5256397771535526,1.224148461284329,136.37095294065654,0.9072534350876011,0.8682550852217408,0.5738636363636364,101.0,0.9234285714285714,0.9382857142857145,"{""C"": 0.20681164199276172, ""degree"": 3, ""gamma"": 0.05217731037795024}"
ionosphere,1,0,poly,176,175,0.16307292903757342,0.009900990099009901,0.09124478939312577,0.009900990099009901,15.21513637086798,0.20714492952903607,0.33830140477865567,0.4217499116977811,0.20714492952903607,0.4217499116977811,1.281275104052304,156.25711746514244,1.0111881686934063,0.9973296602088164,0.4685714285714286,82.0,0.8681818181818183,0.8835227272727274,"{""C"": 0.32953293230915565, ""degree"": 5, ""gamma"": 1.0826291480233938}"
ionosphere,1,1,poly,175,176,0.1543622491470751,0.009900990099009901,0.03311088363779051,0.009900990099009901,10.950833879043776,0.2525800744104089,0.41423115647605574,0.5187453358403318,0.2525800744104089,0.5187453358403318,1.2609555585028869,130.30434012563308,1.0889939316718853,1.1032285499461674,0.4943181818181818,87.0,0.9108571428571427,0.9228571428571432,"{""C"": 0.8265941411720678, ""degree"": 3, ""gamma"": 0.0700256500542793}"
ionosphere,2,0,poly,176,175,0.1327403454526302,0.009900990099009901,0.07005157484956182,0.009900990099009901,12.796689259042745,0.22586139396075774,0.3757942039651378,0.47510086534896456,0.22586139396075774,0.47510086534896456,1.2172637430804547,153.65442213291107,1.0211794869050046,1.004284512218383,0.49714285714285716,87.0,0.8806818181818182,0.8920454545454546,"{""C"": 0.1822656471051966, ""degree"": 5, ""gamma"": 0.03486572538136273}"
ionosphere,2,1,poly,175,176,0.17313228671062383,0.009900990099009901,0.17671063122210418,0.009900990099009901,20.57037077820914,0.16154210313101253,0.2799983166622425,0.3681744169368551,0.16154210313101253,0.3681744169368551,1.3586935882141598,160.8221845797645,1.4474013176469829,1.494823637288259,0.3068181818181818,54.0,0.8137142857142856,0.834857142857143,"{""C"": 2.438722073338385, ""degree"": 6, ""gamma"": 0.37572520814568056}"
ionosphere,3,0,poly,176,175,0.16883685162385223,0.009900990099009901,0.03495141630870103,0.009900990099009901,12.305684483247076,0.23851168905896916,0.3841444102175547,0.47936518101448794,0.23851168905896916,0.47936518101448794,1.3001534562654602,135.3740834922388,1.3096804150305155,1.4289867710697122,0.3485714285714286,61.0,0.9170454545454544,0.9210227272727274,"{""C"": 5.157814135035256, ""degree"": 3, ""gamma"": 0.11199341134205962}"
ionosphere,3,1,poly,175,176,0.15435679455658402,0.009900990099009901,0.03328560564217436,0.009900990099009901,9.666148483389634,0.2698921057240236,0.45479725556304695,0.5593701345476478,0.2698921057240236,0.5593701345476478,1.2321947369819872,131.83304100893375,1.6237387542664827,1.8510424030085177,0.26704545454545453,47.0,0.92,0.9268571428571428,"{""C"": 11.680526427794469, ""degree"": 3, ""gamma"": 1.157576188047173}"
ionosphere,4,0,poly,176,175,0.18718106057856376,0.009900990099009901,0.06562618058893141,0.009900990099009901,13.627319749478264,0.2222850805893176,0.36623399451839583,0.45469939293007006,0.2222850805893176,0.45469939293007006,1.3218762258783685,148.15557230676458,0.8967118398429975,0.8889299206466496,0.5885714285714285,103.0,0.8738636363636364,0.9011363636363637,"{""C"": 0.1797075530543811, ""degree"": 4, ""gamma"": 0.28927992161040433}"
ionosphere,4,1,poly,175,176,0.13403939982909624,0.009900990099009901,0.12419289747705516,0.009900990099009901,16.949832962776895,0.18308088153354468,0.31341028909334934,0.41219106006660766,0.18308088153354468,0.41219106006660766,1.2502414981872365,159.71925581469287,1.90067028359508,2.1098772303602487,0.23295454545454544,41.0,0.8525714285714283,0.8531428571428572,"{""C"": 33.12159314674214, ""degree"": 6, ""gamma"": 0.03411689850224081}"
