kernel,feature,metric,n,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_r,spearman_p,spearman_ci_low,spearman_ci_high,spearman_p_fdr
custom_alsalam,n_samples,accuracy_mean,20,0.17508146112098086,0.4603297854753956,-0.3740189171847813,0.481824991068764,0.06165413533834586,0.7962393511384775,-0.3752663335806361,0.5907574726373687,0.9348031235214638
custom_alsalam,n_samples,f1_mean,20,0.20608862096867725,0.38335893609889227,-0.2799040403427128,0.5452283353258056,0.1533834586466165,0.5185244542213634,-0.3095783018972534,0.5960787529152399,0.9293260578151035
custom_alsalam,n_samples,training_time_mean,20,0.797492849197965,2.5398066969795554e-05,0.6886376276110688,0.9461752602411363,0.9458646616541352,3.1136042140271904e-10,0.8300303087477179,0.9908785013677827,4.359045899638066e-09
custom_alsalam,n_samples,support_vector_prop_mean,20,-0.12181029591788363,0.6089394869941107,-0.6787054955329322,0.4847438081571796,-0.05563909774436089,0.8157739948259723,-0.5156604134762635,0.46984214479971576,0.8157739948259722
custom_alsalam,n_features,accuracy_mean,20,-0.2143273410235928,0.36419952932747796,-0.5985691013019012,0.3559571313290961,-0.07695253701502494,0.7471030180334074,-0.6105119471345228,0.40204436283826545,0.9348031235214638
custom_alsalam,n_features,f1_mean,20,-0.2517693137365374,0.2842516704310559,-0.6514827518008415,0.4217218286694724,-0.12448204517136387,0.601046353322655,-0.6193788993249254,0.3699257267614352,0.9349609940574634
custom_alsalam,n_features,training_time_mean,20,0.15415594323036938,0.5163948502462345,-0.27961329534418156,0.48277764793971295,-0.06563598745399186,0.7833709027667471,-0.5107904482247136,0.30845770111906634,0.8071575282368276
custom_alsalam,n_features,support_vector_prop_mean,20,0.41919223001594064,0.06580164579912583,0.07839421918099022,0.7303139965023244,0.4051324742849842,0.07638906394065868,-0.022582356978044206,0.7346624678230378,0.6039248635402911
custom_alsalam,n_classes,accuracy_mean,20,-0.5802049749390117,0.007320834911232144,-0.9061831181324519,0.07085928178558716,-0.25523104893641935,0.2774584751328724,-0.6703247910291895,0.2730483569508066,0.9348031235214638
custom_alsalam,n_classes,f1_mean,20,-0.5342715332700507,0.015237645692998424,-0.8791141815983932,0.14425318479823065,-0.18457885545920985,0.4359559452485956,-0.6299830231176203,0.3905906224135514,0.9293260578151035
custom_alsalam,n_classes,training_time_mean,20,-0.1397853844445273,0.5566766798736946,-0.4077115284402163,0.24001072944982949,-0.058288059618697846,0.8071575282368276,-0.43525237055863,0.3660859527837164,0.8071575282368276
custom_alsalam,n_classes,support_vector_prop_mean,20,0.3151756978468494,0.1758798916687691,-0.15215316557170286,0.7139712240374875,0.21195658043162854,0.36965583579426353,-0.29479753035370737,0.6164627950296345,0.6039248635402911
custom_alsalam,samples_per_feature_ratio,accuracy_mean,20,0.1784966407225595,0.45148601972300795,-0.41880325204671254,0.48124449961016597,0.06466165413533834,0.7865148626867856,-0.44545570916538657,0.5162100456621003,0.9348031235214638
custom_alsalam,samples_per_feature_ratio,f1_mean,20,0.19750160545565454,0.4039149680665721,-0.47674425637699147,0.48978964275407744,0.14887218045112782,0.5310434616086306,-0.34987874832965227,0.6085759494397368,0.9293260578151035
custom_alsalam,samples_per_feature_ratio,training_time_mean,20,0.10421757139291898,0.6619235800843282,-0.05585060770783513,0.6734416120947978,0.6030075187969924,0.004886612315025838,0.26427173363242507,0.8232667864050843,0.03420628620518087
custom_alsalam,samples_per_feature_ratio,support_vector_prop_mean,20,-0.43891339176280963,0.05286172818207832,-0.7263757199871671,0.1371843434335387,-0.30075187969924805,0.19757966317255538,-0.7292608027887072,0.2879054599621331,0.6039248635402911
custom_alsalam,overall_mean,accuracy_mean,20,0.0386941893946786,0.8713347405315759,-0.25287852059470173,0.3585602829920044,0.05263157894736842,0.825581450455932,-0.375539066463724,0.4479430720150571,0.9348031235214638
custom_alsalam,overall_mean,f1_mean,20,0.03841077480724156,0.8722697197530476,-0.288064826290823,0.3479697983892097,0.025563909774436087,0.9148041683144317,-0.3856711195928753,0.4535059354911386,0.9598534442846784
custom_alsalam,overall_mean,training_time_mean,20,0.15530817263482413,0.5132260767168371,-0.3479383246369163,0.7405919584716701,-0.15789473684210525,0.5061465835201627,-0.6285665658093798,0.38099924012158043,0.6865937201833101
custom_alsalam,overall_mean,support_vector_prop_mean,20,-0.11875424735205599,0.618019198907104,-0.44322431217657915,0.10680752580908412,-0.25112781954887214,0.2855217106335982,-0.6350565551151117,0.17254262574223575,0.6039248635402911
custom_alsalam,overall_std,accuracy_mean,20,0.05044903773379805,0.8327143661168559,-0.21921391171288396,0.5052611661880261,0.019548872180451125,0.9348031235214638,-0.5043232858486454,0.5212989946571494,0.9348031235214638
custom_alsalam,overall_std,f1_mean,20,0.04931054141982191,0.8364402031732421,-0.20698602183342135,0.4951988530273113,0.012030075187969924,0.9598534442846784,-0.4947172949002217,0.5206505872434778,0.9598534442846784
custom_alsalam,overall_std,training_time_mean,20,0.09734061972721078,0.6830810731643767,-0.3244674866448905,0.7275301422581306,-0.14586466165413534,0.5394664944297437,-0.5546403951379154,0.35580856975219116,0.6865937201833101
custom_alsalam,overall_std,support_vector_prop_mean,20,-0.1056812963940742,0.6574513277268191,-0.43953685133039794,0.05157934413519525,-0.18045112781954886,0.4464646102705483,-0.6196727709448305,0.3076573161485969,0.6039248635402911
custom_alsalam,mean_feature_mean,accuracy_mean,20,0.0386941893946786,0.8713347405315759,-0.24619449029073986,0.3691494453318339,0.05263157894736842,0.825581450455932,-0.37262108800427896,0.47281377768967586,0.9348031235214638
custom_alsalam,mean_feature_mean,f1_mean,20,0.03841077480724156,0.8722697197530476,-0.2593006143183317,0.36418350817340206,0.025563909774436087,0.9148041683144317,-0.41746986901086636,0.43846538782318595,0.9598534442846784
custom_alsalam,mean_feature_mean,training_time_mean,20,0.15530817263482413,0.5132260767168371,-0.3546700855714564,0.7836124063483629,-0.15789473684210525,0.5061465835201627,-0.6132886963099332,0.399119419540022,0.6865937201833101
custom_alsalam,mean_feature_mean,support_vector_prop_mean,20,-0.11875424735205599,0.618019198907104,-0.45875220132585537,0.08643983161608397,-0.25112781954887214,0.2855217106335982,-0.6101930097877303,0.20015619723066486,0.6039248635402911
custom_alsalam,mean_feature_std,accuracy_mean,20,0.0015537832079502995,0.9948127740558907,-0.21728336940058793,0.4833024857118549,0.03308270676691729,0.889875964885619,-0.4388175765243237,0.4678912629752315,0.9348031235214638
custom_alsalam,mean_feature_std,f1_mean,20,-0.0005810460161122205,0.9980601967863145,-0.20941454206745128,0.47531114477620334,0.012030075187969924,0.9598534442846784,-0.5277149625270767,0.5261483162008239,0.9598534442846784
custom_alsalam,mean_feature_std,training_time_mean,20,0.10052508516046059,0.6732543658125004,-0.3411541241614923,0.7234741490125917,-0.08120300751879699,0.733607630478017,-0.5067331239952523,0.3466046144550662,0.8071575282368276
custom_alsalam,mean_feature_std,support_vector_prop_mean,20,-0.07879759400110571,0.7412359389268592,-0.5161423680473038,0.045470272198751945,-0.15037593984962402,0.5268549482529814,-0.5793247344461305,0.2821570902531441,0.6039248635402911
custom_alsalam,max_feature_correlation,accuracy_mean,20,0.3261145276272504,0.16054769452808507,-0.012245917412972967,0.6272851880825223,0.36422285299421975,0.11439016000195258,-0.06977737212165308,0.6922102188729498,0.8007311200136681
custom_alsalam,max_feature_correlation,f1_mean,20,0.3508771793207646,0.12930819174776778,0.10211311018780779,0.6394232101513613,0.42670459765013197,0.06061847499007244,0.009951887299771409,0.7177796970482433,0.42432932493050707
custom_alsalam,max_feature_correlation,training_time_mean,20,0.2519096427293623,0.2839743113453173,0.07234409202299202,0.5494361726996945,0.2781199609683896,0.23510618456832505,-0.18611100660971286,0.681629195123183,0.4702123691366501
custom_alsalam,max_feature_correlation,support_vector_prop_mean,20,-0.12426929708115234,0.6016733240650141,-0.432527113611795,0.1280688373380634,-0.15391844415236905,0.5170491519579147,-0.5328900235792442,0.25604000969524016,0.6039248635402911
custom_alsalam,mean_feature_correlation,accuracy_mean,20,0.47418174512787375,0.03466296045557246,0.16912386057221354,0.6739215146158333,0.470137029910949,0.03645816918603125,0.003853741503112798,0.7481406473035783,0.5104143686044376
custom_alsalam,mean_feature_correlation,f1_mean,20,0.49760909895056565,0.02557890463890735,0.2648141110818245,0.6957673700293132,0.5272849670962345,0.016890456000152987,0.1093888213292013,0.7976039828318898,0.23646638400214182
custom_alsalam,mean_feature_correlation,training_time_mean,20,0.17085592970845626,0.47139329226990545,-0.08421576255854905,0.6061904558638662,0.3093608332963457,0.18442320295779446,-0.06440823639946956,0.6143530140144567,0.43032080690152047
custom_alsalam,mean_feature_correlation,support_vector_prop_mean,20,-0.39332124713170424,0.0862226327638978,-0.6951449719478502,-0.07617765431562334,-0.32993409068304846,0.15541859441537728,-0.680361411153753,0.14648704392187104,0.6039248635402911
custom_alsalam,class_imbalance_ratio,accuracy_mean,20,0.12651486139295645,0.5950692799422763,-0.34082237178281344,0.449027291968945,0.09473684210526315,0.6911525963694354,-0.3761931818181818,0.5539117069559335,0.9348031235214638
custom_alsalam,class_imbalance_ratio,f1_mean,20,0.1947441578628484,0.4106412880137497,-0.21512590788786265,0.4789302825312245,0.1744360902255639,0.4620108862392819,-0.28518193861399765,0.586415370247628,0.9293260578151035
custom_alsalam,class_imbalance_ratio,training_time_mean,20,0.298490292475916,0.20113728672180298,0.011169773844503454,0.720148490888906,0.4631578947368421,0.039724966457935725,-0.014112291350531084,0.7515750678671973,0.18538317680370006
custom_alsalam,class_imbalance_ratio,support_vector_prop_mean,20,0.06058644257531788,0.7996986660890004,-0.30498298814029445,0.4414561401955863,0.13834586466165413,0.5607873732874131,-0.3040296723255986,0.5233382472579143,0.6039248635402911
custom_alsalam,class_entropy,accuracy_mean,20,-0.5919410457202273,0.005967424180787771,-0.8460696998174292,0.19464092170806363,-0.21804511278195485,0.35573636611773685,-0.6150431684332813,0.30533761267444626,0.9348031235214638
custom_alsalam,class_entropy,f1_mean,20,-0.5213730350234629,0.01839852142915111,-0.8059050434698339,0.2987586789012918,-0.08872180451127819,0.7099206278927328,-0.5867815808914061,0.3733924865089243,0.9598534442846784
custom_alsalam,class_entropy,training_time_mean,20,-0.04763294708021037,0.841936384617224,-0.3604436083357476,0.3979099592831088,0.19248120300751878,0.4162064734197989,-0.35292600060513246,0.5931916390167686,0.6865937201833101
custom_alsalam,class_entropy,support_vector_prop_mean,20,0.35905612123184716,0.12001096488169531,-0.10549830880079197,0.6961628720634861,0.35187969924812035,0.1281419520870412,-0.12786326669674464,0.7276171754548256,0.6039248635402911
custom_alsalam,n_constant_features,accuracy_mean,20,0.17273256796062655,0.4664633216418653,-0.24497484251611742,0.46874265848564145,0.09011271137791659,0.7055659662613788,-0.3512423240342536,0.5227381574173862,0.9348031235214638
custom_alsalam,n_constant_features,f1_mean,20,0.19408500362843062,0.4122581318402824,-0.21941630517705868,0.4879707545134172,0.15018785229652765,0.5273779953967538,-0.30405951807449666,0.5635111547669227,0.9293260578151035
custom_alsalam,n_constant_features,training_time_mean,20,0.38586755084925634,0.09289070494712807,-0.12267821868116498,0.7715675755562816,0.43053850991671266,0.0580954047782609,0.0,0.7226841192334859,0.20333391672391316
custom_alsalam,n_constant_features,support_vector_prop_mean,20,0.13033271053427525,0.5839113448623364,-0.4336260768001493,0.6734765320807122,0.21026299321513872,0.37358188247001267,-0.3249619184493889,0.6348300259168441,0.6039248635402911
custom_alsalam,proportion_constant_features,accuracy_mean,20,0.27022871970515155,0.24920507472106207,-0.197426119228361,0.5648861085273492,0.11462696829780664,0.630366528215099,-0.3562170323327813,0.5658363615025943,0.9348031235214638
custom_alsalam,proportion_constant_features,f1_mean,20,0.2759908739848468,0.23885815309605485,-0.13278736370721814,0.5839283384726112,0.17786943356556204,0.45310358350477087,-0.3157781425084012,0.5788611783108565,0.9293260578151035
custom_alsalam,proportion_constant_features,training_time_mean,20,0.07431334152672958,0.7555186293449001,-0.10392132569140614,0.7122201975432384,0.4031707160819406,0.07796157443556993,-0.03884394959217614,0.7051752794994226,0.2182924084195958
custom_alsalam,proportion_constant_features,support_vector_prop_mean,20,-0.35901935159797216,0.12005166059471785,-0.7151532178381823,0.6356128745670528,0.15217718205053643,0.5218582183164491,-0.35798494565151195,0.6400199715346797,0.6039248635402911
